Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,ATR,TEMA,EMA4,EMA9,EMA18,EMA4_Crossover_up,EMA4_Crossover_down,SKDJ_K,SKDJ_D,Flag,market_close,relative_strength,relative_strength_EMA_4,relative_strength_EMA_9,relative_strength_EMA_4_9
2020-04-15,69.02519989013672,69.4862886004415,68.10302246952716,68.53256171861511,131154400,59.95564889796258,0.8975324618394183,-0.3375147766911546,1.2350472385305729,3.3353429856522334,63.78928947434206,67.65212201426132,65.41089809654638,63.936268716863,True,False,92.56095349789408,96.36062089315563,0,2783.360107421875,0.024799234459845818,0.024326707318881036,0.02405033051451773,1.011491601090325
2020-04-16,69.57364654541016,69.94009422345636,68.5204205220071,69.7410956561746,157125200,60.768985704777116,1.2237408589396637,-0.025263649564990942,1.2490045085046546,3.198509465352021,64.16247380150774,68.42073182672085,66.24344778631914,64.52967690934165,True,False,96.96206226933683,95.72869550477945,0,2799.550048828125,0.024851724502847616,0.024536714192467668,0.024210609312183707,1.0134695032280683
2020-04-17,68.62962341308594,69.63674726381512,67.1881094519009,69.08829031254295,215250000,58.564063377299725,1.39006478504146,0.2578020373562993,1.1322627476851608,3.1449472043921785,64.45067700225472,68.50428846126688,66.7206829116725,64.96125022552525,True,False,89.38657895082602,92.96986490601898,0,2874.56005859375,0.0238748267610244,0.024271959219890362,0.024143452801951848,1.0053226197177616
2020-04-20,67.20511627197266,68.35784190926253,67.18570520408012,67.45265367496387,130015200,55.303230887864615,1.3908984619265254,0.48442132227034457,0.9064771396561808,3.0234451332931522,64.62838276159137,67.9846195855492,66.81756958373253,65.19744665146708,True,False,77.95536533423322,88.10133551813203,1,2823.159912109375,0.02380492723196793,0.02408514642472139,0.024075747687955066,1.000390381926582
2020-04-21,65.12776947021484,67.28276042085989,64.41429253639382,67.0473614677832,180991600,50.85619899941691,1.2099866580703065,0.629534389430337,0.5804522686399695,3.012375329805504,64.66060125892191,66.84187953941546,66.479609561029,65.19011221133526,True,False,61.28532250939982,76.20908893148635,1,2736.56005859375,0.023799137631089443,0.02397074290726861,0.024020425676581945,0.9979316449266021
2020-04-22,67.00367736816406,67.4404966317663,66.05723069304202,66.39940158614417,116862400,54.42051608637046,1.204102693539923,0.7444480502522542,0.4596546432876688,2.9624004606445,64.8117674595182,66.9065986709149,66.584423122456,65.38101380679092,True,False,76.33888264090764,71.85985682818023,1,2799.31005859375,0.023935782734201213,0.02395675883804165,0.024003497088105803,0.9980528566361562
2020-04-23,66.7440185546875,68.37482206031547,66.70518901812768,66.94786806714389,124814400,53.83844458951595,1.165057258219818,0.828569891845767,0.33648736637405097,2.8700599307547345,64.93642882049686,66.84156662442395,66.61634220890231,65.52448799078003,True,False,73.17378651610707,70.26599722213818,1,2797.800048828125,0.023855892983718985,0.023916412496312586,0.023973976267228442,0.9975989059856315
2020-04-24,68.67089080810547,68.6806000437413,67.22209658899173,67.27063536119402,126161200,57.47347548639544,1.274899706509828,0.9178358547785792,0.35706385173124877,2.803382899204667,65.17736185195548,67.57329629789655,67.02725192874294,65.8556882873406,True,False,86.41640586485167,78.6430250072888,1,2836.739990234375,0.02420767890060724,0.02403291905803045,0.024020716793904204,1.0005079891757993
2020-04-27,68.71942138671875,69.05189045933044,67.93799464568525,68.38694490813113,117087600,57.564113042335954,1.3503012183471128,1.004328927492286,0.34597229085482684,2.6827052502361326,65.40588182194021,68.03174633342543,67.3656858203381,66.15713387674883,True,False,82.632580701329,80.74092436076258,1,2878.47998046875,0.023873510273824467,0.023969155544348055,0.023991275489888258,0.9990780004360533
2020-04-28,67.60552978515625,69.36495298340253,67.51331796268283,69.18294368703222,112004800,54.68329950164176,1.305130979139463,1.0644893378217215,0.24064164131774146,2.623343090984959,65.5477945937606,67.86125971411776,67.41365461330173,66.30959660394961,True,False,64.21190389458155,77.75363015358741,1,2863.389892578125,0.02361031236451209,0.023825618272413668,0.023915082864813024,0.9962590724479158
2020-04-29,69.82604217529297,70.29684010085327,68.89415555935265,69.0980050622793,137280800,59.079698606812514,1.4320027945957747,1.1379920291765322,0.29401076541924254,2.6281978927501064,65.82381056676269,68.64717269858785,67.89613212569998,66.67974876935418,True,False,92.23067702207992,79.69172053933016,1,2939.510009765625,0.023754313454731318,0.023797096345340725,0.023882928982796685,0.9964061092541125
2020-04-30,71.29907989501953,71.47623821292636,69.97648392480959,70.36719351970498,183064000,61.73198327540757,1.6325919519303795,1.2369120137273018,0.3956799382030778,2.558340617384627,66.17705374923088,69.70793557716053,68.57672167956389,67.16599415100316,True,False,97.49136674195127,84.64464921953758,0,2912.429931640625,0.024480959737580864,0.02407064170223678,0.024002535133753524,1.0028374739628017
2020-05-01,70.15122985839844,72.56103087905444,69.36980307576957,69.46687320779041,240616800,58.547453670721815,1.6795772779529017,1.3254450665724218,0.3541322113804799,2.60354684494893,66.43345220788684,69.8852532896557,68.8916233153308,67.48022948862372,True,False,70.42005132241681,86.71403169548266,1,2830.7099609375,0.024782203343490947,0.02435526635873845,0.02415846877570101,1.0081461116126442
2020-05-04,71.14378356933594,71.27240315582554,69.48385993378157,70.17549663342325,133568000,60.447493144575034,1.7764267350772087,1.4156414002733793,0.36078533480382946,2.5453323004557187,66.7373445537868,70.38866540152779,69.34205536613183,67.86586676027764,True,False,82.60350031991271,83.50497279476026,0,2842.739990234375,0.025026482834777427,0.02462375294915404,0.024332071587516293,1.0119875268568335
2020-05-05,72.21156311035156,73.04637946818022,71.4592567243347,71.60486560646302,147751200,62.441958989381185,1.9172407547846575,1.5159612711756352,0.4012794836090223,2.499422557483473,67.09051994453291,71.1178244850573,69.91595691497578,68.32330848133805,True,False,90.32891623513929,81.11748929248961,0,2868.43994140625,0.025174507601839455,0.02484405481022821,0.02450055879038093,1.0140199259447966
2020-05-06,72.95661163330078,73.59000046531965,72.52949409062046,72.91535293184648,142333600,63.81312888186151,2.065150301915679,1.6257990773236441,0.439351224592035,2.419352185875231,67.46897747284052,71.8533393443547,70.52408785864078,68.81102460259729,True,False,93.09711210377405,88.67650955294202,0,2848.419921875,0.025613011295496202,0.025151637404335406,0.024723049291403988,1.0173355684357446
2020-05-07,73.71131896972656,74.05835557711725,73.28177979492443,73.58512855265982,115215200,65.19911021761135,2.2177039477085287,1.7441800514006212,0.4735238963079076,2.325237311442463,67.87170918231705,72.59653119450344,71.16153408085793,69.3268450622951,True,False,96.40155185708264,93.275860065332,0,2881.18994140625,0.025583637479224843,0.02532443743429118,0.024895166928968163,1.0172431262079034
2020-05-08,75.46577453613281,75.51930873875061,74.04469357012428,74.37319856682336,133838400,68.24405789953157,2.45190962480703,1.8857259660819028,0.566183658725127,2.288291058412576,68.36164888256323,73.74422853115519,72.02238217191291,69.97304816480434,True,False,99.51792773966025,96.33886390017233,0,2929.800048828125,0.02575799483869828,0.02549786039605402,0.025067732510914188,1.0171586275285394
2020-05-11,76.65325927734375,77.14965926401848,74.7625342106639,74.97180698726206,145946400,70.14791564269916,2.702190238643965,2.0490188205943154,0.6531714180496495,2.295350629479862,68.8965914886781,74.90784082963062,72.94855759299908,70.67622828191375,True,False,95.52487551757989,97.14811837144093,0,2930.18994140625,0.026159826089825595,0.02576264667356265,0.02528615122669647,1.0188441270715454
2020-05-12,75.77725219726562,77.79207364909227,75.65558421726155,77.33946490194451,162301200,66.95872185085602,2.7976039412319835,2.198735844721849,0.5988680965101345,2.2840034010763524,69.34050508278052,75.25560537668463,73.5142965138524,71.21317816774027,True,False,81.82698279190669,92.28992868304893,0,2870.1201171875,0.026402118762723276,0.0260184355092269,0.02550934473390183,1.0199570306738803
2020-05-13,74.8623046875,76.88199755928032,73.78189245874619,75.95731647939719,200622400,63.70120241460794,2.7674894744893805,2.3124865706753557,0.45500290381402486,2.3422963796090515,69.6967502185689,75.09828510101077,73.78389814858193,71.5972967487676,True,False,72.28216348120999,83.21134059689886,0,2820.0,0.026546916555851063,0.026229827927876564,0.02571685909829168,1.0199467916211806
2020-05-14,75.32219696044922,75.38303093576837,73.37307401489639,74.09821767406875,158929200,64.63258433611949,2.7490437405588892,2.3997980046520624,0.34924573590682684,2.3185578468421184,70.05968226643215,75.18784984478614,74.09155791095539,71.989391507892,True,False,75.97105365673082,76.69339997661582,0,2852.5,0.02640567816317238,0.02630016802199489,0.02585462291126782,1.017232705820393
2020-05-15,74.87690734863281,74.92314177584109,73.05188761996168,73.08595821938853,166348400,62.94839331087798,2.667742142484883,2.4533868322186265,0.21435531026625654,2.3151115249596486,70.37047098141284,75.06347284632481,74.24862779849087,72.29334054375944,True,False,71.63891827574139,73.29737847122739,0,2863.699951171875,0.026146910858447968,0.026238865156576124,0.02591308050070385,1.0125722086906426
2020-05-18,76.6410903930664,77.01582984347145,75.51201542213853,76.20552437986748,135178400,66.65561304265748,2.714375239931755,2.5055845137612525,0.20879072617050243,2.3025265942367192,70.77502707248726,75.69451986502145,74.72712031740599,72.75099842263386,True,False,87.064577978605,78.22484997035907,0,2953.909912109375,0.025945642444571818,0.0261215760717744,0.02591959288947745,1.007792683440601
2020-05-19,76.19823455810547,77.50737593072427,76.16659969162133,76.65813571214994,101729600,64.9001551033119,2.6846505603284925,2.5413977230747005,0.143252837253792,2.233830140298592,71.12491142639811,75.89600574225506,75.02134316554589,73.11386538426245,True,False,81.07589779844828,79.9264646842649,1,2922.93994140625,0.026069038736884168,0.026100561137818307,0.025949482058958796,1.0058220460245122
2020-05-20,77.68014526367188,77.75070734904016,77.02069943070256,77.05963407747018,111504800,67.9426231859963,2.748982784327495,2.5829147353252595,0.1660680490022357,2.18516175820117,71.5478297384803,76.60966155082178,75.55310358517109,73.5945264242003,True,False,98.6710426310106,88.93717280268795,1,2971.610107421875,0.026140759539637595,0.02611664049854602,0.025987737555094557,1.0049601448828773
2020-05-21,77.10099792480469,78.08407725078851,76.86252601832638,77.54143540411926,102688800,65.55121722665993,2.7218582970743057,2.610703447675069,0.1111548493992367,2.116332434934096,71.90609865372704,76.80619610041495,75.8626824530978,73.96362868742182,True,False,88.5691338980495,89.43869144250279,1,2948.510009765625,0.0261491389445659,0.026129639876953974,0.026020017832988827,1.0042129888099525
2020-05-22,77.59741973876953,77.68015308672346,76.73600822909283,76.83820518937846,81803200,66.63525709508835,2.709189190544663,2.630400596248988,0.0787885942956752,2.0326047508409917,72.27328065921365,77.12268555575679,76.20962991023215,74.3461330086163,True,False,92.65402722872734,93.29806791926246,1,2955.449951171875,0.026255704214514317,0.02618006561197811,0.026067155109293926,1.004331523797314
2020-05-26,77.07178497314453,78.89923259629772,77.01581504082098,78.71916640033362,125522000,64.32700820667864,2.626458323036587,2.6296121416065077,-0.0031538185699204746,2.0219485226006877,72.58286158269307,77.10232532271189,76.38206092281463,74.63304374172453,True,False,71.31047653644791,84.17787922107492,1,2991.77001953125,0.02576126656460717,0.026012545993029733,0.026005977400356577,1.0002525801115656
2020-05-27,77.4075927734375,77.55359582351838,76.1860490206754,76.92822809774341,112945200,65.15739522949724,2.558497629450656,2.6153892391753373,-0.056891609724681214,1.9752055426179942,72.8941345627411,77.22443230300213,76.58716729293921,74.92510153453642,True,False,74.49030579011801,79.4849365184311,1,3036.1298828125,0.02549548134012352,0.025805720131867247,0.025903878188309967,0.996210681052113
2020-05-28,77.441650390625,78.70456430922319,76.80411151901345,77.0815105842542,133560800,65.24575549959724,2.4788122506110852,2.588073841462487,-0.10926159085140164,1.9698660603031188,73.18752268066909,77.31131953805128,76.75806391247637,75.1900014141247,True,False,75.07275162366007,73.62451131674199,1,3029.72998046875,0.025560578299008506,0.02570766339872375,0.02583521821044968,0.995062754620964
2020-05-29,77.3662338256836,78.14734015890691,77.00852967618476,77.68500333141107,153532400,64.85354670929694,2.382115977102032,2.5468822685903962,-0.1647662914883643,1.9105049476187639,73.45711694808938,77.33328525310421,76.87969789511781,75.41907851007826,True,False,73.78299421672386,74.44868387683398,1,3044.31005859375,0.02541338836603955,0.02558995338565007,0.025750852241567656,0.9937517075393
2020-06-01,78.31768798828125,78.43935598036309,77.18860545726987,77.32000896800524,80791200,67.50727808293982,2.3551096449918703,2.508527743870691,-0.15341809887882096,1.8633796315812248,73.77070217648885,77.72704634717502,77.16729591375051,75.72419529725752,True,False,90.05455278643626,79.63676620894006,1,3055.72998046875,0.025629780277990167,0.02560588414258611,0.02572663784885216,0.9953062772144772
2020-06-02,78.68024444580078,78.70457952577789,77.6071320252172,78.05000523231972,87642800,68.48379948406969,2.3360338640810028,2.474028967912754,-0.1379951038317513,1.8086701936511866,74.0874468390251,78.10832558662533,77.46988562016057,76.03535836552524,True,False,96.25491310358501,86.69748670224838,1,3080.820068359375,0.025538734070795724,0.025579024113869954,0.025689057093240875,0.9957167373262652
2020-06-03,79.1133804321289,79.37618740858451,78.42717129207927,79.00144797787304,104491200,69.65703966346062,2.3290191416034247,2.4450270026508885,-0.11600786104746375,1.7472663309979055,74.41170061922536,78.51034752482676,77.79858458255424,76.35936068832562,True,False,95.84448895151385,94.05131828051172,1,3122.8701171875,0.025333548134681794,0.02548083372219469,0.02561795530152906,0.994647442478511
2020-06-04,78.4320297241211,79.2350352304067,78.05729035571069,78.93573682356579,87560400,65.52476060147791,2.242628984703245,2.40454739906136,-0.16191841435811494,1.7065862269763412,74.67107669050895,78.47902040454449,77.92527361086762,76.5775363763041,True,False,85.07095305377645,92.39011836962511,1,3112.35009765625,0.025200259374157232,0.025368603982979708,0.025534416116054698,0.9935063276042276
2020-06-05,80.66584777832031,80.72668175100381,78.65346263531809,78.68266175404264,137250400,71.49517841877369,2.3275836753904713,2.389154654327182,-0.06157097893671093,1.7485909269696536,75.05783611552906,79.35375135405482,78.47338844435816,77.00788494493737,True,False,98.83340622684224,93.24961607737752,1,3193.929931640625,0.025255985417590145,0.025323556556823883,0.02547872997636179,0.9939096878187464
2020-06-08,81.1427993774414,81.17686997307266,79.64872058754821,80.36169309987528,95654400,72.58679093886337,2.4056658691591792,2.392456897293582,0.01320897186559744,1.73284510258071,75.45041439049115,80.06937056340945,79.00727063097482,77.44313909572728,True,False,99.31998487671648,94.40811471911172,1,3232.389892578125,0.025103035857076832,0.025235348276925064,0.0254035911525048,0.9933772010984696
2020-06-09,83.70512390136719,84.09932691847067,80.78996422247816,80.82159908143493,147712400,77.55888297402412,2.643828337762244,2.4427311853873146,0.20109715237492942,1.8454535021101237,75.98297629441863,81.52367189859254,79.9468412850533,78.1022953910578,True,False,95.01846109545441,97.72395073300437,0,3207.179931640625,0.02609929149143436,0.02558092556272878,0.025542731220290712,1.0014953116058212
2020-06-10,85.85865783691406,86.32829444981938,84.21614013366542,84.65657762001017,166651600,80.72342847726732,2.9720856474776554,2.548602077805383,0.4234835696722725,1.9010047197059858,76.62011703909576,83.25766627392116,81.12920459542545,78.91875459588476,True,False,95.36950060825971,96.5693155268102,0,3190.139892578125,0.026913759498968876,0.02611405913722482,0.025816936876026347,1.0115088115458957
