,n_period,threshold,cutoff,return,drawdown,sharpe,,Row Labels,Average of return,,,
399,120,1.4,0.4,-0.536157698,11.18001156,-0.710083766,,,,,,
400,120,1.4,0.5,-0.536157698,11.18001156,-0.710083766,,,,,,
401,120,1.4,0.6,-0.536157698,11.18001156,-0.710083766,,,,,,
402,120,1.4,0.7,-0.536157698,11.18001156,-0.710083766,,,,,,
403,120,1.4,0.8,-0.536157698,11.18001156,-0.710083766,,,,,,
404,120,1.4,0.9,-0.536157698,11.18001156,-0.710083766,,,,,,
324,110,2.6,0.1,0.447570708,2.889045512,-0.719265358,,,,,,
325,110,2.6,0.2,0.447570708,2.889045512,-0.719265358,,,,,,
326,110,2.6,0.3,0.447570708,2.889045512,-0.719265358,,,,,,
327,110,2.6,0.4,0.447570708,2.889045512,-0.719265358,,,,,,
328,110,2.6,0.5,0.447570708,2.889045512,-0.719265358,,,,,,
329,110,2.6,0.6,0.447570708,2.889045512,-0.719265358,,,,,,
330,110,2.6,0.7,0.447570708,2.889045512,-0.719265358,,,,,,
331,110,2.6,0.8,0.447570708,2.889045512,-0.719265358,,,,,,
332,110,2.6,0.9,0.447570708,2.889045512,-0.719265358,,,,,,
576,130,1.4,0.1,-0.463289044,10.72815901,-0.723086172,,,,,,
577,130,1.4,0.2,-0.463289044,10.72815901,-0.723086172,,,,,,
578,130,1.4,0.3,-0.463289044,10.72815901,-0.723086172,,,,,,
579,130,1.4,0.4,-0.463289044,10.72815901,-0.723086172,,,,,,
580,130,1.4,0.5,-0.463289044,10.72815901,-0.723086172,,,,,,
581,130,1.4,0.6,-0.463289044,10.72815901,-0.723086172,,,,,,
582,130,1.4,0.7,-0.463289044,10.72815901,-0.723086172,,,,,,
583,130,1.4,0.8,-0.463289044,10.72815901,-0.723086172,,,,,,
584,130,1.4,0.9,-0.463289044,10.72815901,-0.723086172,,,,,,
333,110,2.7,0.1,0.456922136,2.834745837,-0.725039684,,,,,,
334,110,2.7,0.2,0.456922136,2.834745837,-0.725039684,,,,,,
335,110,2.7,0.3,0.456922136,2.834745837,-0.725039684,,,,,,
336,110,2.7,0.4,0.456922136,2.834745837,-0.725039684,,,,,,
337,110,2.7,0.5,0.456922136,2.834745837,-0.725039684,,,,,,
338,110,2.7,0.6,0.456922136,2.834745837,-0.725039684,,,,,,
339,110,2.7,0.7,0.456922136,2.834745837,-0.725039684,,,,,,
340,110,2.7,0.8,0.456922136,2.834745837,-0.725039684,,,,,,
341,110,2.7,0.9,0.456922136,2.834745837,-0.725039684,,,,,,
3096,270,1.4,0.1,-0.553413932,13.02751434,-0.729230817,,,,,,
3097,270,1.4,0.2,-0.553413932,13.02751434,-0.729230817,,,,,,
3098,270,1.4,0.3,-0.553413932,13.02751434,-0.729230817,,,,,,
3099,270,1.4,0.4,-0.553413932,13.02751434,-0.729230817,,,,,,
3100,270,1.4,0.5,-0.553413932,13.02751434,-0.729230817,,,,,,
3101,270,1.4,0.6,-0.553413932,13.02751434,-0.729230817,,,,,,
3102,270,1.4,0.7,-0.553413932,13.02751434,-0.729230817,,,,,,
3103,270,1.4,0.8,-0.553413932,13.02751434,-0.729230817,,,,,,
3951,310,2.9,0.1,-0.128701257,8.704610256,-0.730193064,,,,,,
3952,310,2.9,0.2,-0.128701257,8.704610256,-0.730193064,,,,,,
3953,310,2.9,0.3,-0.128701257,8.704610256,-0.730193064,,,,,,
3954,310,2.9,0.4,-0.128701257,8.704610256,-0.730193064,,,,,,
3955,310,2.9,0.5,-0.128701257,8.704610256,-0.730193064,,,,,,
3956,310,2.9,0.6,-0.128701257,8.704610256,-0.730193064,,,,,,
3957,310,2.9,0.7,-0.128701257,8.704610256,-0.730193064,,,,,,
3958,310,2.9,0.8,-0.128701257,8.704610256,-0.730193064,,,,,,
3959,310,2.9,0.9,-0.128701257,8.704610256,-0.730193064,,,,,,
2358,230,1.2,0.1,-0.479144621,10.41446997,-0.730492223,,,,,,
2359,230,1.2,0.2,-0.479144621,10.41446997,-0.730492223,,,,,,
2360,230,1.2,0.3,-0.479144621,10.41446997,-0.730492223,,,,,,
2361,230,1.2,0.4,-0.479144621,10.41446997,-0.730492223,,,,,,
2362,230,1.2,0.5,-0.479144621,10.41446997,-0.730492223,,,,,,
2363,230,1.2,0.6,-0.479144621,10.41446997,-0.730492223,,,,,,
2364,230,1.2,0.7,-0.479144621,10.41446997,-0.730492223,,,,,,
2365,230,1.2,0.8,-0.479144621,10.41446997,-0.730492223,,,,,,
2366,230,1.2,0.9,-0.479144621,10.41446997,-0.730492223,,,,,,
3258,280,1.2,0.1,-0.176643667,8.298628337,-0.730957416,,,,,,
3259,280,1.2,0.2,-0.176643667,8.298628337,-0.730957416,,,,,,
3260,280,1.2,0.3,-0.176643667,8.298628337,-0.730957416,,,,,,
3261,280,1.2,0.4,-0.176643667,8.298628337,-0.730957416,,,,,,
3262,280,1.2,0.5,-0.176643667,8.298628337,-0.730957416,,,,,,
3263,280,1.2,0.6,-0.176643667,8.298628337,-0.730957416,,,,,,
3264,280,1.2,0.7,-0.176643667,8.298628337,-0.730957416,,,,,,
3265,280,1.2,0.8,-0.176643667,8.298628337,-0.730957416,,,,,,
3266,280,1.2,0.9,-0.176643667,8.298628337,-0.730957416,,,,,,
1647,190,1.3,0.1,-0.588823997,11.29840441,-0.731548135,,,,,,
1648,190,1.3,0.2,-0.588823997,11.29840441,-0.731548135,,,,,,
1649,190,1.3,0.3,-0.588823997,11.29840441,-0.731548135,,,,,,
1650,190,1.3,0.4,-0.588823997,11.29840441,-0.731548135,,,,,,
1651,190,1.3,0.5,-0.588823997,11.29840441,-0.731548135,,,,,,
1652,190,1.3,0.6,-0.588823997,11.29840441,-0.731548135,,,,,,
1653,190,1.3,0.7,-0.588823997,11.29840441,-0.731548135,,,,,,
1654,190,1.3,0.8,-0.588823997,11.29840441,-0.731548135,,,,,,
747,140,1.3,0.1,-0.443223337,9.61268846,-0.737482828,,,,,,
748,140,1.3,0.2,-0.443223337,9.61268846,-0.737482828,,,,,,
749,140,1.3,0.3,-0.443223337,9.61268846,-0.737482828,,,,,,
750,140,1.3,0.4,-0.443223337,9.61268846,-0.737482828,,,,,,
751,140,1.3,0.5,-0.443223337,9.61268846,-0.737482828,,,,,,
752,140,1.3,0.6,-0.443223337,9.61268846,-0.737482828,,,,,,
753,140,1.3,0.7,-0.443223337,9.61268846,-0.737482828,,,,,,
754,140,1.3,0.8,-0.443223337,9.61268846,-0.737482828,,,,,,
755,140,1.3,0.9,-0.443223337,9.61268846,-0.737482828,,,,,,
1827,200,1.3,0.1,-0.613427634,12.64045309,-0.73951148,,,,,,
1828,200,1.3,0.2,-0.613427634,12.64045309,-0.73951148,,,,,,
1829,200,1.3,0.3,-0.613427634,12.64045309,-0.73951148,,,,,,
1830,200,1.3,0.4,-0.613427634,12.64045309,-0.73951148,,,,,,
1831,200,1.3,0.5,-0.613427634,12.64045309,-0.73951148,,,,,,
1832,200,1.3,0.6,-0.613427634,12.64045309,-0.73951148,,,,,,
1833,200,1.3,0.7,-0.613427634,12.64045309,-0.73951148,,,,,,
1834,200,1.3,0.8,-0.613427634,12.64045309,-0.73951148,,,,,,
2538,240,1.2,0.1,-0.34649924,8.631909154,-0.744838169,,,,,,
2539,240,1.2,0.2,-0.34649924,8.631909154,-0.744838169,,,,,,
2540,240,1.2,0.3,-0.34649924,8.631909154,-0.744838169,,,,,,
2541,240,1.2,0.4,-0.34649924,8.631909154,-0.744838169,,,,,,
2542,240,1.2,0.5,-0.34649924,8.631909154,-0.744838169,,,,,,
2543,240,1.2,0.6,-0.34649924,8.631909154,-0.744838169,,,,,,
2544,240,1.2,0.7,-0.34649924,8.631909154,-0.744838169,,,,,,
2545,240,1.2,0.8,-0.34649924,8.631909154,-0.744838169,,,,,,
2546,240,1.2,0.9,-0.34649924,8.631909154,-0.744838169,,,,,,
3420,290,1,0.1,-0.119957421,5.788367919,-0.744942564,,,,,,
3421,290,1,0.2,-0.119957421,5.788367919,-0.744942564,,,,,,
3422,290,1,0.3,-0.119957421,5.788367919,-0.744942564,,,,,,
3423,290,1,0.4,-0.119957421,5.788367919,-0.744942564,,,,,,
3424,290,1,0.5,-0.119957421,5.788367919,-0.744942564,,,,,,
3425,290,1,0.6,-0.119957421,5.788367919,-0.744942564,,,,,,
3426,290,1,0.7,-0.119957421,5.788367919,-0.744942564,,,,,,
3427,290,1,0.8,-0.119957421,5.788367919,-0.744942564,,,,,,
3428,290,1,0.9,-0.119957421,5.788367919,-0.744942564,,,,,,
432,120,1.8,0.1,-0.406190864,9.682920489,-0.746011745,,,,,,
433,120,1.8,0.2,-0.406190864,9.682920489,-0.746011745,,,,,,
434,120,1.8,0.3,-0.406190864,9.682920489,-0.746011745,,,,,,
435,120,1.8,0.4,-0.406190864,9.682920489,-0.746011745,,,,,,
436,120,1.8,0.5,-0.406190864,9.682920489,-0.746011745,,,,,,
437,120,1.8,0.6,-0.406190864,9.682920489,-0.746011745,,,,,,
438,120,1.8,0.7,-0.406190864,9.682920489,-0.746011745,,,,,,
439,120,1.8,0.8,-0.406190864,9.682920489,-0.746011745,,,,,,
440,120,1.8,0.9,-0.406190864,9.682920489,-0.746011745,,,,,,
3402,280,2.8,0.1,-0.146970797,8.700312808,-0.746322266,,,,,,
3403,280,2.8,0.2,-0.146970797,8.700312808,-0.746322266,,,,,,
3404,280,2.8,0.3,-0.146970797,8.700312808,-0.746322266,,,,,,
3405,280,2.8,0.4,-0.146970797,8.700312808,-0.746322266,,,,,,
3406,280,2.8,0.5,-0.146970797,8.700312808,-0.746322266,,,,,,
3407,280,2.8,0.6,-0.146970797,8.700312808,-0.746322266,,,,,,
3408,280,2.8,0.7,-0.146970797,8.700312808,-0.746322266,,,,,,
3409,280,2.8,0.8,-0.146970797,8.700312808,-0.746322266,,,,,,
3410,280,2.8,0.9,-0.146970797,8.700312808,-0.746322266,,,,,,
926,150,1.2,0.9,-1.305105468,20.01930737,-0.752442021,,,,,,
1818,200,1.2,0.1,-0.409885847,11.21713795,-0.752448956,,,,,,
1819,200,1.2,0.2,-0.409885847,11.21713795,-0.752448956,,,,,,
1820,200,1.2,0.3,-0.409885847,11.21713795,-0.752448956,,,,,,
1821,200,1.2,0.4,-0.409885847,11.21713795,-0.752448956,,,,,,
1822,200,1.2,0.5,-0.409885847,11.21713795,-0.752448956,,,,,,
1823,200,1.2,0.6,-0.409885847,11.21713795,-0.752448956,,,,,,
1824,200,1.2,0.7,-0.409885847,11.21713795,-0.752448956,,,,,,
1825,200,1.2,0.8,-0.409885847,11.21713795,-0.752448956,,,,,,
1826,200,1.2,0.9,-0.409885847,11.21713795,-0.752448956,,,,,,
3978,320,1.2,0.1,-0.167694233,7.40426284,-0.767876873,,,,,,
3979,320,1.2,0.2,-0.167694233,7.40426284,-0.767876873,,,,,,
3980,320,1.2,0.3,-0.167694233,7.40426284,-0.767876873,,,,,,
3981,320,1.2,0.4,-0.167694233,7.40426284,-0.767876873,,,,,,
3982,320,1.2,0.5,-0.167694233,7.40426284,-0.767876873,,,,,,
3983,320,1.2,0.6,-0.167694233,7.40426284,-0.767876873,,,,,,
3984,320,1.2,0.7,-0.167694233,7.40426284,-0.767876873,,,,,,
3985,320,1.2,0.8,-0.167694233,7.40426284,-0.767876873,,,,,,
3986,320,1.2,0.9,-0.167694233,7.40426284,-0.767876873,,,,,,
2178,220,1.2,0.1,-0.482649035,10.49236593,-0.769069308,,,,,,
2179,220,1.2,0.2,-0.482649035,10.49236593,-0.769069308,,,,,,
2180,220,1.2,0.3,-0.482649035,10.49236593,-0.769069308,,,,,,
2181,220,1.2,0.4,-0.482649035,10.49236593,-0.769069308,,,,,,
2182,220,1.2,0.5,-0.482649035,10.49236593,-0.769069308,,,,,,
2183,220,1.2,0.6,-0.482649035,10.49236593,-0.769069308,,,,,,
2184,220,1.2,0.7,-0.482649035,10.49236593,-0.769069308,,,,,,
2185,220,1.2,0.8,-0.482649035,10.49236593,-0.769069308,,,,,,
873,140,2.7,0.1,0.483856461,4.624135482,-0.769341417,,,,,,
874,140,2.7,0.2,0.483856461,4.624135482,-0.769341417,,,,,,
875,140,2.7,0.3,0.483856461,4.624135482,-0.769341417,,,,,,
876,140,2.7,0.4,0.483856461,4.624135482,-0.769341417,,,,,,
877,140,2.7,0.5,0.483856461,4.624135482,-0.769341417,,,,,,
878,140,2.7,0.6,0.483856461,4.624135482,-0.769341417,,,,,,
879,140,2.7,0.7,0.483856461,4.624135482,-0.769341417,,,,,,
880,140,2.7,0.8,0.483856461,4.624135482,-0.769341417,,,,,,
881,140,2.7,0.9,0.483856461,4.624135482,-0.769341417,,,,,,
918,150,1.2,0.1,-0.637188132,13.76764658,-0.769423282,,,,,,
919,150,1.2,0.2,-0.637188132,13.76764658,-0.769423282,,,,,,
920,150,1.2,0.3,-0.637188132,13.76764658,-0.769423282,,,,,,
921,150,1.2,0.4,-0.637188132,13.76764658,-0.769423282,,,,,,
922,150,1.2,0.5,-0.637188132,13.76764658,-0.769423282,,,,,,
923,150,1.2,0.6,-0.637188132,13.76764658,-0.769423282,,,,,,
924,150,1.2,0.7,-0.637188132,13.76764658,-0.769423282,,,,,,
925,150,1.2,0.8,-0.637188132,13.76764658,-0.769423282,,,,,,
2736,250,1.4,0.1,-0.661119726,11.93476059,-0.771288353,,,,,,
2737,250,1.4,0.2,-0.661119726,11.93476059,-0.771288353,,,,,,
2738,250,1.4,0.3,-0.661119726,11.93476059,-0.771288353,,,,,,
2739,250,1.4,0.4,-0.661119726,11.93476059,-0.771288353,,,,,,
2740,250,1.4,0.5,-0.661119726,11.93476059,-0.771288353,,,,,,
2741,250,1.4,0.6,-0.661119726,11.93476059,-0.771288353,,,,,,
2742,250,1.4,0.7,-0.661119726,11.93476059,-0.771288353,,,,,,
2743,250,1.4,0.8,-0.661119726,11.93476059,-0.771288353,,,,,,
2718,250,1.2,0.1,-0.343591,8.59378035,-0.771815263,,,,,,
2719,250,1.2,0.2,-0.343591,8.59378035,-0.771815263,,,,,,
2720,250,1.2,0.3,-0.343591,8.59378035,-0.771815263,,,,,,
2721,250,1.2,0.4,-0.343591,8.59378035,-0.771815263,,,,,,
2722,250,1.2,0.5,-0.343591,8.59378035,-0.771815263,,,,,,
2723,250,1.2,0.6,-0.343591,8.59378035,-0.771815263,,,,,,
2724,250,1.2,0.7,-0.343591,8.59378035,-0.771815263,,,,,,
2725,250,1.2,0.8,-0.343591,8.59378035,-0.771815263,,,,,,
2726,250,1.2,0.9,-0.343591,8.59378035,-0.771815263,,,,,,
2196,220,1.4,0.1,-0.78338528,13.86528232,-0.776085176,,,,,,
2197,220,1.4,0.2,-0.78338528,13.86528232,-0.776085176,,,,,,
2198,220,1.4,0.3,-0.78338528,13.86528232,-0.776085176,,,,,,
2199,220,1.4,0.4,-0.78338528,13.86528232,-0.776085176,,,,,,
2200,220,1.4,0.5,-0.78338528,13.86528232,-0.776085176,,,,,,
2201,220,1.4,0.6,-0.78338528,13.86528232,-0.776085176,,,,,,
2202,220,1.4,0.7,-0.78338528,13.86528232,-0.776085176,,,,,,
2203,220,1.4,0.8,-0.78338528,13.86528232,-0.776085176,,,,,,
3591,290,2.9,0.1,-0.186460943,8.70140231,-0.77655711,,,,,,
3592,290,2.9,0.2,-0.186460943,8.70140231,-0.77655711,,,,,,
3593,290,2.9,0.3,-0.186460943,8.70140231,-0.77655711,,,,,,
3594,290,2.9,0.4,-0.186460943,8.70140231,-0.77655711,,,,,,
3595,290,2.9,0.5,-0.186460943,8.70140231,-0.77655711,,,,,,
3596,290,2.9,0.6,-0.186460943,8.70140231,-0.77655711,,,,,,
3597,290,2.9,0.7,-0.186460943,8.70140231,-0.77655711,,,,,,
3598,290,2.9,0.8,-0.186460943,8.70140231,-0.77655711,,,,,,
3599,290,2.9,0.9,-0.186460943,8.70140231,-0.77655711,,,,,,
3771,300,2.9,0.1,-0.187342965,8.703013532,-0.777244741,,,,,,
3772,300,2.9,0.2,-0.187342965,8.703013532,-0.777244741,,,,,,
3773,300,2.9,0.3,-0.187342965,8.703013532,-0.777244741,,,,,,
3774,300,2.9,0.4,-0.187342965,8.703013532,-0.777244741,,,,,,
3775,300,2.9,0.5,-0.187342965,8.703013532,-0.777244741,,,,,,
3776,300,2.9,0.6,-0.187342965,8.703013532,-0.777244741,,,,,,
3777,300,2.9,0.7,-0.187342965,8.703013532,-0.777244741,,,,,,
3778,300,2.9,0.8,-0.187342965,8.703013532,-0.777244741,,,,,,
3779,300,2.9,0.9,-0.187342965,8.703013532,-0.777244741,,,,,,
1287,170,1.3,0.1,-0.537800517,11.8344774,-0.77987081,,,,,,
1288,170,1.3,0.2,-0.537800517,11.8344774,-0.77987081,,,,,,
1289,170,1.3,0.3,-0.537800517,11.8344774,-0.77987081,,,,,,
1290,170,1.3,0.4,-0.537800517,11.8344774,-0.77987081,,,,,,
1291,170,1.3,0.5,-0.537800517,11.8344774,-0.77987081,,,,,,
1292,170,1.3,0.6,-0.537800517,11.8344774,-0.77987081,,,,,,
1293,170,1.3,0.7,-0.537800517,11.8344774,-0.77987081,,,,,,
1294,170,1.3,0.8,-0.537800517,11.8344774,-0.77987081,,,,,,
2331,220,2.9,0.1,-0.206002074,8.696636837,-0.785965719,,,,,,
2332,220,2.9,0.2,-0.206002074,8.696636837,-0.785965719,,,,,,
2333,220,2.9,0.3,-0.206002074,8.696636837,-0.785965719,,,,,,
2334,220,2.9,0.4,-0.206002074,8.696636837,-0.785965719,,,,,,
2335,220,2.9,0.5,-0.206002074,8.696636837,-0.785965719,,,,,,
2336,220,2.9,0.6,-0.206002074,8.696636837,-0.785965719,,,,,,
2337,220,2.9,0.7,-0.206002074,8.696636837,-0.785965719,,,,,,
2338,220,2.9,0.8,-0.206002074,8.696636837,-0.785965719,,,,,,
2339,220,2.9,0.9,-0.206002074,8.696636837,-0.785965719,,,,,,
1062,150,2.8,0.1,0.291935194,4.633427063,-0.790057187,,,,,,
1063,150,2.8,0.2,0.291935194,4.633427063,-0.790057187,,,,,,
1064,150,2.8,0.3,0.291935194,4.633427063,-0.790057187,,,,,,
1065,150,2.8,0.4,0.291935194,4.633427063,-0.790057187,,,,,,
1066,150,2.8,0.5,0.291935194,4.633427063,-0.790057187,,,,,,
1067,150,2.8,0.6,0.291935194,4.633427063,-0.790057187,,,,,,
1068,150,2.8,0.7,0.291935194,4.633427063,-0.790057187,,,,,,
1069,150,2.8,0.8,0.291935194,4.633427063,-0.790057187,,,,,,
1070,150,2.8,0.9,0.291935194,4.633427063,-0.790057187,,,,,,
746,140,1.2,0.9,-1.532001175,21.22630171,-0.791486065,,,,,,
1998,210,1.2,0.1,-0.505391613,10.76740008,-0.794080436,,,,,,
1999,210,1.2,0.2,-0.505391613,10.76740008,-0.794080436,,,,,,
2000,210,1.2,0.3,-0.505391613,10.76740008,-0.794080436,,,,,,
2001,210,1.2,0.4,-0.505391613,10.76740008,-0.794080436,,,,,,
2002,210,1.2,0.5,-0.505391613,10.76740008,-0.794080436,,,,,,
2003,210,1.2,0.6,-0.505391613,10.76740008,-0.794080436,,,,,,
2004,210,1.2,0.7,-0.505391613,10.76740008,-0.794080436,,,,,,
2005,210,1.2,0.8,-0.505391613,10.76740008,-0.794080436,,,,,,
2565,240,1.5,0.1,-0.565094685,10.30164465,-0.794137467,,,,,,
2566,240,1.5,0.2,-0.565094685,10.30164465,-0.794137467,,,,,,
2567,240,1.5,0.3,-0.565094685,10.30164465,-0.794137467,,,,,,
2568,240,1.5,0.4,-0.565094685,10.30164465,-0.794137467,,,,,,
2569,240,1.5,0.5,-0.565094685,10.30164465,-0.794137467,,,,,,
2570,240,1.5,0.6,-0.565094685,10.30164465,-0.794137467,,,,,,
2571,240,1.5,0.7,-0.565094685,10.30164465,-0.794137467,,,,,,
2572,240,1.5,0.8,-0.565094685,10.30164465,-0.794137467,,,,,,
3411,280,2.9,0.1,-0.210395356,8.700312808,-0.799817214,,,,,,
3412,280,2.9,0.2,-0.210395356,8.700312808,-0.799817214,,,,,,
3413,280,2.9,0.3,-0.210395356,8.700312808,-0.799817214,,,,,,
3414,280,2.9,0.4,-0.210395356,8.700312808,-0.799817214,,,,,,
3415,280,2.9,0.5,-0.210395356,8.700312808,-0.799817214,,,,,,
3416,280,2.9,0.6,-0.210395356,8.700312808,-0.799817214,,,,,,
3417,280,2.9,0.7,-0.210395356,8.700312808,-0.799817214,,,,,,
3418,280,2.9,0.8,-0.210395356,8.700312808,-0.799817214,,,,,,
3419,280,2.9,0.9,-0.210395356,8.700312808,-0.799817214,,,,,,
63,100,1.7,0.1,-0.468119387,11.96707507,-0.799955513,,,,,,
64,100,1.7,0.2,-0.468119387,11.96707507,-0.799955513,,,,,,
65,100,1.7,0.3,-0.468119387,11.96707507,-0.799955513,,,,,,
66,100,1.7,0.4,-0.468119387,11.96707507,-0.799955513,,,,,,
67,100,1.7,0.5,-0.468119387,11.96707507,-0.799955513,,,,,,
68,100,1.7,0.6,-0.468119387,11.96707507,-0.799955513,,,,,,
69,100,1.7,0.7,-0.468119387,11.96707507,-0.799955513,,,,,,
70,100,1.7,0.8,-0.468119387,11.96707507,-0.799955513,,,,,,
71,100,1.7,0.9,-0.468119387,11.96707507,-0.799955513,,,,,,
243,110,1.7,0.1,-0.409027079,9.520999774,-0.801979781,,,,,,
244,110,1.7,0.2,-0.409027079,9.520999774,-0.801979781,,,,,,
245,110,1.7,0.3,-0.409027079,9.520999774,-0.801979781,,,,,,
246,110,1.7,0.4,-0.409027079,9.520999774,-0.801979781,,,,,,
247,110,1.7,0.5,-0.409027079,9.520999774,-0.801979781,,,,,,
248,110,1.7,0.6,-0.409027079,9.520999774,-0.801979781,,,,,,
249,110,1.7,0.7,-0.409027079,9.520999774,-0.801979781,,,,,,
250,110,1.7,0.8,-0.409027079,9.520999774,-0.801979781,,,,,,
251,110,1.7,0.9,-0.409027079,9.520999774,-0.801979781,,,,,,
3051,260,2.9,0.1,-0.219289693,8.698621262,-0.806437254,,,,,,
3052,260,2.9,0.2,-0.219289693,8.698621262,-0.806437254,,,,,,
3053,260,2.9,0.3,-0.219289693,8.698621262,-0.806437254,,,,,,
3054,260,2.9,0.4,-0.219289693,8.698621262,-0.806437254,,,,,,
3055,260,2.9,0.5,-0.219289693,8.698621262,-0.806437254,,,,,,
3056,260,2.9,0.6,-0.219289693,8.698621262,-0.806437254,,,,,,
3057,260,2.9,0.7,-0.219289693,8.698621262,-0.806437254,,,,,,
3058,260,2.9,0.8,-0.219289693,8.698621262,-0.806437254,,,,,,
3059,260,2.9,0.9,-0.219289693,8.698621262,-0.806437254,,,,,,
3222,270,2.8,0.1,-0.221273634,8.699488005,-0.808213937,,,,,,
3223,270,2.8,0.2,-0.221273634,8.699488005,-0.808213937,,,,,,
3224,270,2.8,0.3,-0.221273634,8.699488005,-0.808213937,,,,,,
3225,270,2.8,0.4,-0.221273634,8.699488005,-0.808213937,,,,,,
3226,270,2.8,0.5,-0.221273634,8.699488005,-0.808213937,,,,,,
3227,270,2.8,0.6,-0.221273634,8.699488005,-0.808213937,,,,,,
3228,270,2.8,0.7,-0.221273634,8.699488005,-0.808213937,,,,,,
3229,270,2.8,0.8,-0.221273634,8.699488005,-0.808213937,,,,,,
3230,270,2.8,0.9,-0.221273634,8.699488005,-0.808213937,,,,,,
3231,270,2.9,0.1,-0.221273634,8.699488005,-0.808213937,,,,,,
3232,270,2.9,0.2,-0.221273634,8.699488005,-0.808213937,,,,,,
3233,270,2.9,0.3,-0.221273634,8.699488005,-0.808213937,,,,,,
3234,270,2.9,0.4,-0.221273634,8.699488005,-0.808213937,,,,,,
3235,270,2.9,0.5,-0.221273634,8.699488005,-0.808213937,,,,,,
3236,270,2.9,0.6,-0.221273634,8.699488005,-0.808213937,,,,,,
3237,270,2.9,0.7,-0.221273634,8.699488005,-0.808213937,,,,,,
3238,270,2.9,0.8,-0.221273634,8.699488005,-0.808213937,,,,,,
3239,270,2.9,0.9,-0.221273634,8.699488005,-0.808213937,,,,,,
1638,190,1.2,0.1,-0.465349902,10.0678338,-0.809482068,,,,,,
1639,190,1.2,0.2,-0.465349902,10.0678338,-0.809482068,,,,,,
1640,190,1.2,0.3,-0.465349902,10.0678338,-0.809482068,,,,,,
1641,190,1.2,0.4,-0.465349902,10.0678338,-0.809482068,,,,,,
1642,190,1.2,0.5,-0.465349902,10.0678338,-0.809482068,,,,,,
1643,190,1.2,0.6,-0.465349902,10.0678338,-0.809482068,,,,,,
1644,190,1.2,0.7,-0.465349902,10.0678338,-0.809482068,,,,,,
1645,190,1.2,0.8,-0.465349902,10.0678338,-0.809482068,,,,,,
1646,190,1.2,0.9,-0.465349902,10.0678338,-0.809482068,,,,,,
2556,240,1.4,0.1,-0.752675661,13.08468832,-0.811499368,,,,,,
2557,240,1.4,0.2,-0.752675661,13.08468832,-0.811499368,,,,,,
2558,240,1.4,0.3,-0.752675661,13.08468832,-0.811499368,,,,,,
2559,240,1.4,0.4,-0.752675661,13.08468832,-0.811499368,,,,,,
2560,240,1.4,0.5,-0.752675661,13.08468832,-0.811499368,,,,,,
2561,240,1.4,0.6,-0.752675661,13.08468832,-0.811499368,,,,,,
2562,240,1.4,0.7,-0.752675661,13.08468832,-0.811499368,,,,,,
2563,240,1.4,0.8,-0.752675661,13.08468832,-0.811499368,,,,,,
2871,250,2.9,0.1,-0.224072053,8.698028678,-0.811831765,,,,,,
2872,250,2.9,0.2,-0.224072053,8.698028678,-0.811831765,,,,,,
2873,250,2.9,0.3,-0.224072053,8.698028678,-0.811831765,,,,,,
2874,250,2.9,0.4,-0.224072053,8.698028678,-0.811831765,,,,,,
2875,250,2.9,0.5,-0.224072053,8.698028678,-0.811831765,,,,,,
2876,250,2.9,0.6,-0.224072053,8.698028678,-0.811831765,,,,,,
2877,250,2.9,0.7,-0.224072053,8.698028678,-0.811831765,,,,,,
2878,250,2.9,0.8,-0.224072053,8.698028678,-0.811831765,,,,,,
2879,250,2.9,0.9,-0.224072053,8.698028678,-0.811831765,,,,,,
1295,170,1.3,0.9,-1.288786821,18.34145958,-0.812046279,,,,,,
4140,330,1,0.1,-0.015608453,5.246798992,-0.812118896,,,,,,
4141,330,1,0.2,-0.015608453,5.246798992,-0.812118896,,,,,,
4142,330,1,0.3,-0.015608453,5.246798992,-0.812118896,,,,,,
4143,330,1,0.4,-0.015608453,5.246798992,-0.812118896,,,,,,
4144,330,1,0.5,-0.015608453,5.246798992,-0.812118896,,,,,,
4145,330,1,0.6,-0.015608453,5.246798992,-0.812118896,,,,,,
4146,330,1,0.7,-0.015608453,5.246798992,-0.812118896,,,,,,
4147,330,1,0.8,-0.015608453,5.246798992,-0.812118896,,,,,,
4148,330,1,0.9,-0.015608453,5.246798992,-0.812118896,,,,,,
1404,170,2.6,0.1,0.503947359,4.63753829,-0.81656751,,,,,,
1405,170,2.6,0.2,0.503947359,4.63753829,-0.81656751,,,,,,
1406,170,2.6,0.3,0.503947359,4.63753829,-0.81656751,,,,,,
1407,170,2.6,0.4,0.503947359,4.63753829,-0.81656751,,,,,,
1408,170,2.6,0.5,0.503947359,4.63753829,-0.81656751,,,,,,
1409,170,2.6,0.6,0.503947359,4.63753829,-0.81656751,,,,,,
1410,170,2.6,0.7,0.503947359,4.63753829,-0.81656751,,,,,,
1411,170,2.6,0.8,0.503947359,4.63753829,-0.81656751,,,,,,
1412,170,2.6,0.9,0.503947359,4.63753829,-0.81656751,,,,,,
2691,240,2.9,0.1,-0.232779536,8.696629017,-0.818140033,,,,,,
2692,240,2.9,0.2,-0.232779536,8.696629017,-0.818140033,,,,,,
2693,240,2.9,0.3,-0.232779536,8.696629017,-0.818140033,,,,,,
2694,240,2.9,0.4,-0.232779536,8.696629017,-0.818140033,,,,,,
