,n_period,threshold,cutoff,return,drawdown,sharpe,,Row Labels,Average of return,,,
1505,180,1.7,0.3,0.021988377,10.24801228,-0.351955206,,,,,,
1506,180,1.7,0.4,0.021988377,10.24801228,-0.351955206,,,,,,
1507,180,1.7,0.5,0.021988377,10.24801228,-0.351955206,,,,,,
1508,180,1.7,0.6,0.021988377,10.24801228,-0.351955206,,,,,,
1509,180,1.7,0.7,0.021988377,10.24801228,-0.351955206,,,,,,
1510,180,1.7,0.8,0.021988377,10.24801228,-0.351955206,,,,,,
1511,180,1.7,0.9,0.021988377,10.24801228,-0.351955206,,,,,,
810,140,2,0.1,0.34074193,7.812634214,-0.353907334,,,,,,
811,140,2,0.2,0.34074193,7.812634214,-0.353907334,,,,,,
812,140,2,0.3,0.34074193,7.812634214,-0.353907334,,,,,,
813,140,2,0.4,0.34074193,7.812634214,-0.353907334,,,,,,
814,140,2,0.5,0.34074193,7.812634214,-0.353907334,,,,,,
815,140,2,0.6,0.34074193,7.812634214,-0.353907334,,,,,,
816,140,2,0.7,0.34074193,7.812634214,-0.353907334,,,,,,
817,140,2,0.8,0.34074193,7.812634214,-0.353907334,,,,,,
818,140,2,0.9,0.34074193,7.812634214,-0.353907334,,,,,,
4806,360,2.4,0.1,0.275647552,8.760294882,-0.355202172,,,,,,
4807,360,2.4,0.2,0.275647552,8.760294882,-0.355202172,,,,,,
4808,360,2.4,0.3,0.275647552,8.760294882,-0.355202172,,,,,,
4809,360,2.4,0.4,0.275647552,8.760294882,-0.355202172,,,,,,
4810,360,2.4,0.5,0.275647552,8.760294882,-0.355202172,,,,,,
4811,360,2.4,0.6,0.275647552,8.760294882,-0.355202172,,,,,,
4812,360,2.4,0.7,0.275647552,8.760294882,-0.355202172,,,,,,
4813,360,2.4,0.8,0.275647552,8.760294882,-0.355202172,,,,,,
4814,360,2.4,0.9,0.275647552,8.760294882,-0.355202172,,,,,,
4788,360,2.2,0.1,0.264325355,8.787481271,-0.356673508,,,,,,
4789,360,2.2,0.2,0.264325355,8.787481271,-0.356673508,,,,,,
4790,360,2.2,0.3,0.264325355,8.787481271,-0.356673508,,,,,,
4791,360,2.2,0.4,0.264325355,8.787481271,-0.356673508,,,,,,
4792,360,2.2,0.5,0.264325355,8.787481271,-0.356673508,,,,,,
4793,360,2.2,0.6,0.264325355,8.787481271,-0.356673508,,,,,,
4794,360,2.2,0.7,0.264325355,8.787481271,-0.356673508,,,,,,
4795,360,2.2,0.8,0.264325355,8.787481271,-0.356673508,,,,,,
4796,360,2.2,0.9,0.264325355,8.787481271,-0.356673508,,,,,,
2799,250,2.1,0.1,0.173520122,9.479891113,-0.360624008,,,,,,
2800,250,2.1,0.2,0.173520122,9.479891113,-0.360624008,,,,,,
2801,250,2.1,0.3,0.173520122,9.479891113,-0.360624008,,,,,,
2802,250,2.1,0.4,0.173520122,9.479891113,-0.360624008,,,,,,
2803,250,2.1,0.5,0.173520122,9.479891113,-0.360624008,,,,,,
2804,250,2.1,0.6,0.173520122,9.479891113,-0.360624008,,,,,,
2805,250,2.1,0.7,0.173520122,9.479891113,-0.360624008,,,,,,
2806,250,2.1,0.8,0.173520122,9.479891113,-0.360624008,,,,,,
2807,250,2.1,0.9,0.173520122,9.479891113,-0.360624008,,,,,,
3375,280,2.5,0.1,0.16215067,9.41274153,-0.361281631,,,,,,
3376,280,2.5,0.2,0.16215067,9.41274153,-0.361281631,,,,,,
3377,280,2.5,0.3,0.16215067,9.41274153,-0.361281631,,,,,,
3378,280,2.5,0.4,0.16215067,9.41274153,-0.361281631,,,,,,
3379,280,2.5,0.5,0.16215067,9.41274153,-0.361281631,,,,,,
3380,280,2.5,0.6,0.16215067,9.41274153,-0.361281631,,,,,,
3381,280,2.5,0.7,0.16215067,9.41274153,-0.361281631,,,,,,
3382,280,2.5,0.8,0.16215067,9.41274153,-0.361281631,,,,,,
3383,280,2.5,0.9,0.16215067,9.41274153,-0.361281631,,,,,,
3555,290,2.5,0.1,0.230552533,8.782405783,-0.362060081,,,,,,
3556,290,2.5,0.2,0.230552533,8.782405783,-0.362060081,,,,,,
3557,290,2.5,0.3,0.230552533,8.782405783,-0.362060081,,,,,,
3558,290,2.5,0.4,0.230552533,8.782405783,-0.362060081,,,,,,
3559,290,2.5,0.5,0.230552533,8.782405783,-0.362060081,,,,,,
3560,290,2.5,0.6,0.230552533,8.782405783,-0.362060081,,,,,,
3561,290,2.5,0.7,0.230552533,8.782405783,-0.362060081,,,,,,
3562,290,2.5,0.8,0.230552533,8.782405783,-0.362060081,,,,,,
3563,290,2.5,0.9,0.230552533,8.782405783,-0.362060081,,,,,,
837,140,2.3,0.1,0.386257325,6.988957481,-0.364374729,,,,,,
838,140,2.3,0.2,0.386257325,6.988957481,-0.364374729,,,,,,
839,140,2.3,0.3,0.386257325,6.988957481,-0.364374729,,,,,,
840,140,2.3,0.4,0.386257325,6.988957481,-0.364374729,,,,,,
841,140,2.3,0.5,0.386257325,6.988957481,-0.364374729,,,,,,
842,140,2.3,0.6,0.386257325,6.988957481,-0.364374729,,,,,,
843,140,2.3,0.7,0.386257325,6.988957481,-0.364374729,,,,,,
844,140,2.3,0.8,0.386257325,6.988957481,-0.364374729,,,,,,
845,140,2.3,0.9,0.386257325,6.988957481,-0.364374729,,,,,,
1854,200,1.6,0.1,0.060833857,10.43553924,-0.369326119,,,,,,
1855,200,1.6,0.2,0.060833857,10.43553924,-0.369326119,,,,,,
1856,200,1.6,0.3,0.060833857,10.43553924,-0.369326119,,,,,,
1857,200,1.6,0.4,0.060833857,10.43553924,-0.369326119,,,,,,
1858,200,1.6,0.5,0.060833857,10.43553924,-0.369326119,,,,,,
1859,200,1.6,0.6,0.060833857,10.43553924,-0.369326119,,,,,,
1860,200,1.6,0.7,0.060833857,10.43553924,-0.369326119,,,,,,
1861,200,1.6,0.8,0.060833857,10.43553924,-0.369326119,,,,,,
1862,200,1.6,0.9,0.060833857,10.43553924,-0.369326119,,,,,,
1674,190,1.6,0.1,-0.000132345,9.861792718,-0.369702671,,,,,,
1675,190,1.6,0.2,-0.000132345,9.861792718,-0.369702671,,,,,,
1676,190,1.6,0.3,-0.000132345,9.861792718,-0.369702671,,,,,,
1677,190,1.6,0.4,-0.000132345,9.861792718,-0.369702671,,,,,,
1678,190,1.6,0.5,-0.000132345,9.861792718,-0.369702671,,,,,,
1679,190,1.6,0.6,-0.000132345,9.861792718,-0.369702671,,,,,,
1680,190,1.6,0.7,-0.000132345,9.861792718,-0.369702671,,,,,,
1681,190,1.6,0.8,-0.000132345,9.861792718,-0.369702671,,,,,,
1682,190,1.6,0.9,-0.000132345,9.861792718,-0.369702671,,,,,,
2043,210,1.7,0.1,0.041476808,9.576687619,-0.370837531,,,,,,
2044,210,1.7,0.2,0.041476808,9.576687619,-0.370837531,,,,,,
2045,210,1.7,0.3,0.041476808,9.576687619,-0.370837531,,,,,,
2046,210,1.7,0.4,0.041476808,9.576687619,-0.370837531,,,,,,
2047,210,1.7,0.5,0.041476808,9.576687619,-0.370837531,,,,,,
2048,210,1.7,0.6,0.041476808,9.576687619,-0.370837531,,,,,,
2049,210,1.7,0.7,0.041476808,9.576687619,-0.370837531,,,,,,
2050,210,1.7,0.8,0.041476808,9.576687619,-0.370837531,,,,,,
2051,210,1.7,0.9,0.041476808,9.576687619,-0.370837531,,,,,,
1521,180,1.9,0.1,0.156140574,9.112989276,-0.371812917,,,,,,
1522,180,1.9,0.2,0.156140574,9.112989276,-0.371812917,,,,,,
1523,180,1.9,0.3,0.156140574,9.112989276,-0.371812917,,,,,,
1524,180,1.9,0.4,0.156140574,9.112989276,-0.371812917,,,,,,
1525,180,1.9,0.5,0.156140574,9.112989276,-0.371812917,,,,,,
1526,180,1.9,0.6,0.156140574,9.112989276,-0.371812917,,,,,,
1527,180,1.9,0.7,0.156140574,9.112989276,-0.371812917,,,,,,
1528,180,1.9,0.8,0.156140574,9.112989276,-0.371812917,,,,,,
1529,180,1.9,0.9,0.156140574,9.112989276,-0.371812917,,,,,,
639,130,2.1,0.1,0.355884522,7.067015515,-0.37518294,,,,,,
640,130,2.1,0.2,0.355884522,7.067015515,-0.37518294,,,,,,
641,130,2.1,0.3,0.355884522,7.067015515,-0.37518294,,,,,,
642,130,2.1,0.4,0.355884522,7.067015515,-0.37518294,,,,,,
643,130,2.1,0.5,0.355884522,7.067015515,-0.37518294,,,,,,
644,130,2.1,0.6,0.355884522,7.067015515,-0.37518294,,,,,,
645,130,2.1,0.7,0.355884522,7.067015515,-0.37518294,,,,,,
646,130,2.1,0.8,0.355884522,7.067015515,-0.37518294,,,,,,
647,130,2.1,0.9,0.355884522,7.067015515,-0.37518294,,,,,,
1116,160,1.4,0.1,0.148168425,9.12752985,-0.375551908,,,,,,
1117,160,1.4,0.2,0.148168425,9.12752985,-0.375551908,,,,,,
1118,160,1.4,0.3,0.148168425,9.12752985,-0.375551908,,,,,,
1119,160,1.4,0.4,0.148168425,9.12752985,-0.375551908,,,,,,
1120,160,1.4,0.5,0.148168425,9.12752985,-0.375551908,,,,,,
1121,160,1.4,0.6,0.148168425,9.12752985,-0.375551908,,,,,,
1122,160,1.4,0.7,0.148168425,9.12752985,-0.375551908,,,,,,
1123,160,1.4,0.8,0.148168425,9.12752985,-0.375551908,,,,,,
1124,160,1.4,0.9,0.148168425,9.12752985,-0.375551908,,,,,,
3159,270,2.1,0.1,0.060820527,9.976448704,-0.37718169,,,,,,
3160,270,2.1,0.2,0.060820527,9.976448704,-0.37718169,,,,,,
3161,270,2.1,0.3,0.060820527,9.976448704,-0.37718169,,,,,,
3162,270,2.1,0.4,0.060820527,9.976448704,-0.37718169,,,,,,
3163,270,2.1,0.5,0.060820527,9.976448704,-0.37718169,,,,,,
3164,270,2.1,0.6,0.060820527,9.976448704,-0.37718169,,,,,,
3165,270,2.1,0.7,0.060820527,9.976448704,-0.37718169,,,,,,
3166,270,2.1,0.8,0.060820527,9.976448704,-0.37718169,,,,,,
3167,270,2.1,0.9,0.060820527,9.976448704,-0.37718169,,,,,,
2421,230,1.9,0.1,0.058717815,10.37528153,-0.378161275,,,,,,
2422,230,1.9,0.2,0.058717815,10.37528153,-0.378161275,,,,,,
2423,230,1.9,0.3,0.058717815,10.37528153,-0.378161275,,,,,,
2424,230,1.9,0.4,0.058717815,10.37528153,-0.378161275,,,,,,
2425,230,1.9,0.5,0.058717815,10.37528153,-0.378161275,,,,,,
2426,230,1.9,0.6,0.058717815,10.37528153,-0.378161275,,,,,,
2427,230,1.9,0.7,0.058717815,10.37528153,-0.378161275,,,,,,
2428,230,1.9,0.8,0.058717815,10.37528153,-0.378161275,,,,,,
2429,230,1.9,0.9,0.058717815,10.37528153,-0.378161275,,,,,,
3915,310,2.5,0.1,0.232917106,8.757671129,-0.378552809,,,,,,
3916,310,2.5,0.2,0.232917106,8.757671129,-0.378552809,,,,,,
3917,310,2.5,0.3,0.232917106,8.757671129,-0.378552809,,,,,,
3918,310,2.5,0.4,0.232917106,8.757671129,-0.378552809,,,,,,
3919,310,2.5,0.5,0.232917106,8.757671129,-0.378552809,,,,,,
3920,310,2.5,0.6,0.232917106,8.757671129,-0.378552809,,,,,,
3921,310,2.5,0.7,0.232917106,8.757671129,-0.378552809,,,,,,
3922,310,2.5,0.8,0.232917106,8.757671129,-0.378552809,,,,,,
3923,310,2.5,0.9,0.232917106,8.757671129,-0.378552809,,,,,,
3726,300,2.4,0.1,0.203248494,8.784005129,-0.378824989,,,,,,
3727,300,2.4,0.2,0.203248494,8.784005129,-0.378824989,,,,,,
3728,300,2.4,0.3,0.203248494,8.784005129,-0.378824989,,,,,,
3729,300,2.4,0.4,0.203248494,8.784005129,-0.378824989,,,,,,
3730,300,2.4,0.5,0.203248494,8.784005129,-0.378824989,,,,,,
3731,300,2.4,0.6,0.203248494,8.784005129,-0.378824989,,,,,,
3732,300,2.4,0.7,0.203248494,8.784005129,-0.378824989,,,,,,
3733,300,2.4,0.8,0.203248494,8.784005129,-0.378824989,,,,,,
3734,300,2.4,0.9,0.203248494,8.784005129,-0.378824989,,,,,,
4536,350,1.4,0.1,0.198719077,7.598478369,-0.379598928,,,,,,
4537,350,1.4,0.2,0.198719077,7.598478369,-0.379598928,,,,,,
4538,350,1.4,0.3,0.198719077,7.598478369,-0.379598928,,,,,,
4539,350,1.4,0.4,0.198719077,7.598478369,-0.379598928,,,,,,
4540,350,1.4,0.5,0.198719077,7.598478369,-0.379598928,,,,,,
4541,350,1.4,0.6,0.198719077,7.598478369,-0.379598928,,,,,,
4542,350,1.4,0.7,0.198719077,7.598478369,-0.379598928,,,,,,
4543,350,1.4,0.8,0.198719077,7.598478369,-0.379598928,,,,,,
4544,350,1.4,0.9,0.198719077,7.598478369,-0.379598928,,,,,,
1512,180,1.8,0.1,0.106772256,9.501101612,-0.380984428,,,,,,
1513,180,1.8,0.2,0.106772256,9.501101612,-0.380984428,,,,,,
1514,180,1.8,0.3,0.106772256,9.501101612,-0.380984428,,,,,,
1515,180,1.8,0.4,0.106772256,9.501101612,-0.380984428,,,,,,
1516,180,1.8,0.5,0.106772256,9.501101612,-0.380984428,,,,,,
1517,180,1.8,0.6,0.106772256,9.501101612,-0.380984428,,,,,,
1518,180,1.8,0.7,0.106772256,9.501101612,-0.380984428,,,,,,
1519,180,1.8,0.8,0.106772256,9.501101612,-0.380984428,,,,,,
1520,180,1.8,0.9,0.106772256,9.501101612,-0.380984428,,,,,,
2592,240,1.8,0.1,-0.017279244,11.22209566,-0.381984167,,,,,,
2593,240,1.8,0.2,-0.017279244,11.22209566,-0.381984167,,,,,,
2594,240,1.8,0.3,-0.017279244,11.22209566,-0.381984167,,,,,,
2595,240,1.8,0.4,-0.017279244,11.22209566,-0.381984167,,,,,,
2596,240,1.8,0.5,-0.017279244,11.22209566,-0.381984167,,,,,,
2597,240,1.8,0.6,-0.017279244,11.22209566,-0.381984167,,,,,,
2598,240,1.8,0.7,-0.017279244,11.22209566,-0.381984167,,,,,,
2599,240,1.8,0.8,-0.017279244,11.22209566,-0.381984167,,,,,,
2600,240,1.8,0.9,-0.017279244,11.22209566,-0.381984167,,,,,,
765,140,1.5,0.1,0.072034544,9.807582991,-0.382603869,,,,,,
766,140,1.5,0.2,0.072034544,9.807582991,-0.382603869,,,,,,
767,140,1.5,0.3,0.072034544,9.807582991,-0.382603869,,,,,,
768,140,1.5,0.4,0.072034544,9.807582991,-0.382603869,,,,,,
769,140,1.5,0.5,0.072034544,9.807582991,-0.382603869,,,,,,
770,140,1.5,0.6,0.072034544,9.807582991,-0.382603869,,,,,,
771,140,1.5,0.7,0.072034544,9.807582991,-0.382603869,,,,,,
772,140,1.5,0.8,0.072034544,9.807582991,-0.382603869,,,,,,
773,140,1.5,0.9,0.072034544,9.807582991,-0.382603869,,,,,,
4815,360,2.5,0.1,0.224277402,8.760294882,-0.382987113,,,,,,
4816,360,2.5,0.2,0.224277402,8.760294882,-0.382987113,,,,,,
4817,360,2.5,0.3,0.224277402,8.760294882,-0.382987113,,,,,,
4818,360,2.5,0.4,0.224277402,8.760294882,-0.382987113,,,,,,
4819,360,2.5,0.5,0.224277402,8.760294882,-0.382987113,,,,,,
4820,360,2.5,0.6,0.224277402,8.760294882,-0.382987113,,,,,,
4821,360,2.5,0.7,0.224277402,8.760294882,-0.382987113,,,,,,
4822,360,2.5,0.8,0.224277402,8.760294882,-0.382987113,,,,,,
4823,360,2.5,0.9,0.224277402,8.760294882,-0.382987113,,,,,,
972,150,1.8,0.1,0.175221892,8.746098793,-0.385230662,,,,,,
973,150,1.8,0.2,0.175221892,8.746098793,-0.385230662,,,,,,
974,150,1.8,0.3,0.175221892,8.746098793,-0.385230662,,,,,,
975,150,1.8,0.4,0.175221892,8.746098793,-0.385230662,,,,,,
976,150,1.8,0.5,0.175221892,8.746098793,-0.385230662,,,,,,
977,150,1.8,0.6,0.175221892,8.746098793,-0.385230662,,,,,,
978,150,1.8,0.7,0.175221892,8.746098793,-0.385230662,,,,,,
979,150,1.8,0.8,0.175221892,8.746098793,-0.385230662,,,,,,
980,150,1.8,0.9,0.175221892,8.746098793,-0.385230662,,,,,,
3537,290,2.3,0.1,0.136687781,9.41103377,-0.385317625,,,,,,
3538,290,2.3,0.2,0.136687781,9.41103377,-0.385317625,,,,,,
3539,290,2.3,0.3,0.136687781,9.41103377,-0.385317625,,,,,,
3540,290,2.3,0.4,0.136687781,9.41103377,-0.385317625,,,,,,
3541,290,2.3,0.5,0.136687781,9.41103377,-0.385317625,,,,,,
3542,290,2.3,0.6,0.136687781,9.41103377,-0.385317625,,,,,,
3543,290,2.3,0.7,0.136687781,9.41103377,-0.385317625,,,,,,
3544,290,2.3,0.8,0.136687781,9.41103377,-0.385317625,,,,,,
3545,290,2.3,0.9,0.136687781,9.41103377,-0.385317625,,,,,,
1386,170,2.4,0.1,0.405023356,6.980411677,-0.386717639,,,,,,
1387,170,2.4,0.2,0.405023356,6.980411677,-0.386717639,,,,,,
1388,170,2.4,0.3,0.405023356,6.980411677,-0.386717639,,,,,,
1389,170,2.4,0.4,0.405023356,6.980411677,-0.386717639,,,,,,
1390,170,2.4,0.5,0.405023356,6.980411677,-0.386717639,,,,,,
1391,170,2.4,0.6,0.405023356,6.980411677,-0.386717639,,,,,,
1392,170,2.4,0.7,0.405023356,6.980411677,-0.386717639,,,,,,
1393,170,2.4,0.8,0.405023356,6.980411677,-0.386717639,,,,,,
1394,170,2.4,0.9,0.405023356,6.980411677,-0.386717639,,,,,,
3717,300,2.3,0.1,0.140480206,9.402880747,-0.386885035,,,,,,
3718,300,2.3,0.2,0.140480206,9.402880747,-0.386885035,,,,,,
3719,300,2.3,0.3,0.140480206,9.402880747,-0.386885035,,,,,,
3720,300,2.3,0.4,0.140480206,9.402880747,-0.386885035,,,,,,
3721,300,2.3,0.5,0.140480206,9.402880747,-0.386885035,,,,,,
3722,300,2.3,0.6,0.140480206,9.402880747,-0.386885035,,,,,,
3723,300,2.3,0.7,0.140480206,9.402880747,-0.386885035,,,,,,
3724,300,2.3,0.8,0.140480206,9.402880747,-0.386885035,,,,,,
3725,300,2.3,0.9,0.140480206,9.402880747,-0.386885035,,,,,,
4617,350,2.3,0.1,0.213039109,8.78805602,-0.387174554,,,,,,
4618,350,2.3,0.2,0.213039109,8.78805602,-0.387174554,,,,,,
4619,350,2.3,0.3,0.213039109,8.78805602,-0.387174554,,,,,,
4620,350,2.3,0.4,0.213039109,8.78805602,-0.387174554,,,,,,
4621,350,2.3,0.5,0.213039109,8.78805602,-0.387174554,,,,,,
4622,350,2.3,0.6,0.213039109,8.78805602,-0.387174554,,,,,,
4623,350,2.3,0.7,0.213039109,8.78805602,-0.387174554,,,,,,
4624,350,2.3,0.8,0.213039109,8.78805602,-0.387174554,,,,,,
4625,350,2.3,0.9,0.213039109,8.78805602,-0.387174554,,,,,,
1161,160,1.9,0.1,0.207013591,8.496493716,-0.387207456,,,,,,
1162,160,1.9,0.2,0.207013591,8.496493716,-0.387207456,,,,,,
1163,160,1.9,0.3,0.207013591,8.496493716,-0.387207456,,,,,,
1164,160,1.9,0.4,0.207013591,8.496493716,-0.387207456,,,,,,
1165,160,1.9,0.5,0.207013591,8.496493716,-0.387207456,,,,,,
1166,160,1.9,0.6,0.207013591,8.496493716,-0.387207456,,,,,,
1167,160,1.9,0.7,0.207013591,8.496493716,-0.387207456,,,,,,
1168,160,1.9,0.8,0.207013591,8.496493716,-0.387207456,,,,,,
1169,160,1.9,0.9,0.207013591,8.496493716,-0.387207456,,,,,,
3879,310,2.1,0.1,0.137841238,9.407095664,-0.387239032,,,,,,
3880,310,2.1,0.2,0.137841238,9.407095664,-0.387239032,,,,,,
3881,310,2.1,0.3,0.137841238,9.407095664,-0.387239032,,,,,,
3882,310,2.1,0.4,0.137841238,9.407095664,-0.387239032,,,,,,
3883,310,2.1,0.5,0.137841238,9.407095664,-0.387239032,,,,,,
3884,310,2.1,0.6,0.137841238,9.407095664,-0.387239032,,,,,,
3885,310,2.1,0.7,0.137841238,9.407095664,-0.387239032,,,,,,
3886,310,2.1,0.8,0.137841238,9.407095664,-0.387239032,,,,,,
3887,310,2.1,0.9,0.137841238,9.407095664,-0.387239032,,,,,,
4608,350,2.2,0.1,0.210331101,8.78805602,-0.38770587,,,,,,
4609,350,2.2,0.2,0.210331101,8.78805602,-0.38770587,,,,,,
4610,350,2.2,0.3,0.210331101,8.78805602,-0.38770587,,,,,,
4611,350,2.2,0.4,0.210331101,8.78805602,-0.38770587,,,,,,
4612,350,2.2,0.5,0.210331101,8.78805602,-0.38770587,,,,,,
4613,350,2.2,0.6,0.210331101,8.78805602,-0.38770587,,,,,,
4614,350,2.2,0.7,0.210331101,8.78805602,-0.38770587,,,,,,
4615,350,2.2,0.8,0.210331101,8.78805602,-0.38770587,,,,,,
4616,350,2.2,0.9,0.210331101,8.78805602,-0.38770587,,,,,,
3735,300,2.5,0.1,0.207595664,8.755988321,-0.388836049,,,,,,
3736,300,2.5,0.2,0.207595664,8.755988321,-0.388836049,,,,,,
3737,300,2.5,0.3,0.207595664,8.755988321,-0.388836049,,,,,,
3738,300,2.5,0.4,0.207595664,8.755988321,-0.388836049,,,,,,
3739,300,2.5,0.5,0.207595664,8.755988321,-0.388836049,,,,,,
3740,300,2.5,0.6,0.207595664,8.755988321,-0.388836049,,,,,,
3741,300,2.5,0.7,0.207595664,8.755988321,-0.388836049,,,,,,
3742,300,2.5,0.8,0.207595664,8.755988321,-0.388836049,,,,,,
3743,300,2.5,0.9,0.207595664,8.755988321,-0.388836049,,,,,,
4734,360,1.6,0.1,0.070985733,9.617066819,-0.388948786,,,,,,
4735,360,1.6,0.2,0.070985733,9.617066819,-0.388948786,,,,,,
4736,360,1.6,0.3,0.070985733,9.617066819,-0.388948786,,,,,,
4737,360,1.6,0.4,0.070985733,9.617066819,-0.388948786,,,,,,
4738,360,1.6,0.5,0.070985733,9.617066819,-0.388948786,,,,,,
4739,360,1.6,0.6,0.070985733,9.617066819,-0.388948786,,,,,,
4740,360,1.6,0.7,0.070985733,9.617066819,-0.388948786,,,,,,
4741,360,1.6,0.8,0.070985733,9.617066819,-0.388948786,,,,,,
4742,360,1.6,0.9,0.070985733,9.617066819,-0.388948786,,,,,,
4797,360,2.3,0.1,0.204677801,8.787481271,-0.38959137,,,,,,
4798,360,2.3,0.2,0.204677801,8.787481271,-0.38959137,,,,,,
4799,360,2.3,0.3,0.204677801,8.787481271,-0.38959137,,,,,,
4800,360,2.3,0.4,0.204677801,8.787481271,-0.38959137,,,,,,
4801,360,2.3,0.5,0.204677801,8.787481271,-0.38959137,,,,,,
4802,360,2.3,0.6,0.204677801,8.787481271,-0.38959137,,,,,,
4803,360,2.3,0.7,0.204677801,8.787481271,-0.38959137,,,,,,
4804,360,2.3,0.8,0.204677801,8.787481271,-0.38959137,,,,,,
4805,360,2.3,0.9,0.204677801,8.787481271,-0.38959137,,,,,,
3528,290,2.2,0.1,0.129379882,9.41103377,-0.389811447,,,,,,
3529,290,2.2,0.2,0.129379882,9.41103377,-0.389811447,,,,,,
3530,290,2.2,0.3,0.129379882,9.41103377,-0.389811447,,,,,,
3531,290,2.2,0.4,0.129379882,9.41103377,-0.389811447,,,,,,
3532,290,2.2,0.5,0.129379882,9.41103377,-0.389811447,,,,,,
3533,290,2.2,0.6,0.129379882,9.41103377,-0.389811447,,,,,,
3534,290,2.2,0.7,0.129379882,9.41103377,-0.389811447,,,,,,
3535,290,2.2,0.8,0.129379882,9.41103377,-0.389811447,,,,,,
3536,290,2.2,0.9,0.129379882,9.41103377,-0.389811447,,,,,,
3906,310,2.4,0.1,0.186681392,8.785365871,-0.390475989,,,,,,
3907,310,2.4,0.2,0.186681392,8.785365871,-0.390475989,,,,,,
3908,310,2.4,0.3,0.186681392,8.785365871,-0.390475989,,,,,,
3909,310,2.4,0.4,0.186681392,8.785365871,-0.390475989,,,,,,
3910,310,2.4,0.5,0.186681392,8.785365871,-0.390475989,,,,,,
3911,310,2.4,0.6,0.186681392,8.785365871,-0.390475989,,,,,,
3912,310,2.4,0.7,0.186681392,8.785365871,-0.390475989,,,,,,
3913,310,2.4,0.8,0.186681392,8.785365871,-0.390475989,,,,,,
3914,310,2.4,0.9,0.186681392,8.785365871,-0.390475989,,,,,,
3141,270,1.9,0.1,-0.024526335,10.4862187,-0.392562655,,,,,,
3142,270,1.9,0.2,-0.024526335,10.4862187,-0.392562655,,,,,,
3143,270,1.9,0.3,-0.024526335,10.4862187,-0.392562655,,,,,,
3144,270,1.9,0.4,-0.024526335,10.4862187,-0.392562655,,,,,,
3145,270,1.9,0.5,-0.024526335,10.4862187,-0.392562655,,,,,,
3146,270,1.9,0.6,-0.024526335,10.4862187,-0.392562655,,,,,,
3147,270,1.9,0.7,-0.024526335,10.4862187,-0.392562655,,,,,,
3148,270,1.9,0.8,-0.024526335,10.4862187,-0.392562655,,,,,,
3149,270,1.9,0.9,-0.024526335,10.4862187,-0.392562655,,,,,,
1143,160,1.7,0.1,0.040782155,9.390174998,-0.393070241,,,,,,
1144,160,1.7,0.2,0.040782155,9.390174998,-0.393070241,,,,,,
1145,160,1.7,0.3,0.040782155,9.390174998,-0.393070241,,,,,,
1146,160,1.7,0.4,0.040782155,9.390174998,-0.393070241,,,,,,
1147,160,1.7,0.5,0.040782155,9.390174998,-0.393070241,,,,,,
1148,160,1.7,0.6,0.040782155,9.390174998,-0.393070241,,,,,,
1149,160,1.7,0.7,0.040782155,9.390174998,-0.393070241,,,,,,
1150,160,1.7,0.8,0.040782155,9.390174998,-0.393070241,,,,,,
1151,160,1.7,0.9,0.040782155,9.390174998,-0.393070241,,,,,,
2781,250,1.9,0.1,0.013477387,10.4527646,-0.393203736,,,,,,
2782,250,1.9,0.2,0.013477387,10.4527646,-0.393203736,,,,,,
2783,250,1.9,0.3,0.013477387,10.4527646,-0.393203736,,,,,,
2784,250,1.9,0.4,0.013477387,10.4527646,-0.393203736,,,,,,
2785,250,1.9,0.5,0.013477387,10.4527646,-0.393203736,,,,,,
2786,250,1.9,0.6,0.013477387,10.4527646,-0.393203736,,,,,,
2787,250,1.9,0.7,0.013477387,10.4527646,-0.393203736,,,,,,
2788,250,1.9,0.8,0.013477387,10.4527646,-0.393203736,,,,,,
2789,250,1.9,0.9,0.013477387,10.4527646,-0.393203736,,,,,,
3015,260,2.5,0.1,0.108821865,9.416361334,-0.396096428,,,,,,
3016,260,2.5,0.2,0.108821865,9.416361334,-0.396096428,,,,,,
3017,260,2.5,0.3,0.108821865,9.416361334,-0.396096428,,,,,,
3018,260,2.5,0.4,0.108821865,9.416361334,-0.396096428,,,,,,
3019,260,2.5,0.5,0.108821865,9.416361334,-0.396096428,,,,,,
3020,260,2.5,0.6,0.108821865,9.416361334,-0.396096428,,,,,,
3021,260,2.5,0.7,0.108821865,9.416361334,-0.396096428,,,,,,
3022,260,2.5,0.8,0.108821865,9.416361334,-0.396096428,,,,,,
3023,260,2.5,0.9,0.108821865,9.416361334,-0.396096428,,,,,,
4059,320,2.1,0.1,0.208198304,8.78705339,-0.396266079,,,,,,
4060,320,2.1,0.2,0.208198304,8.78705339,-0.396266079,,,,,,
4061,320,2.1,0.3,0.208198304,8.78705339,-0.396266079,,,,,,
4062,320,2.1,0.4,0.208198304,8.78705339,-0.396266079,,,,,,
4063,320,2.1,0.5,0.208198304,8.78705339,-0.396266079,,,,,,
4064,320,2.1,0.6,0.208198304,8.78705339,-0.396266079,,,,,,
4065,320,2.1,0.7,0.208198304,8.78705339,-0.396266079,,,,,,
4066,320,2.1,0.8,0.208198304,8.78705339,-0.396266079,,,,,,
4067,320,2.1,0.9,0.208198304,8.78705339,-0.396266079,,,,,,
297,110,2.3,0.1,0.555943831,4.745520124,-0.396427686,,,,,,
