<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.03.31	1.09177	1.09637	1.08630	1.08630	103221	72790820431	39
2017.04.03	1.08737	1.09023	1.08381	1.08383	86762	59969285899	34
2017.04.04	1.08361	1.08763	1.08085	1.08452	96364	67899832501	51
2017.04.05	1.08423	1.08974	1.08380	1.08669	102702	71844710536	34
2017.04.06	1.08540	1.08668	1.08060	1.08218	105917	66931738782	38
2017.04.07	1.08181	1.08237	1.07596	1.07955	119833	78597531612	37
2017.04.10	1.07947	1.08318	1.07613	1.07652	94795	68813665381	47
2017.04.11	1.07648	1.08164	1.07628	1.07720	106970	78791360847	34
2017.04.12	1.07672	1.08252	1.07618	1.07924	116606	79727946589	51
2017.04.13	1.07791	1.08447	1.07691	1.08101	113894	81677095741	48
2017.04.14	1.08002	1.08409	1.07948	1.08033	65151	47995432162	34
2017.04.17	1.08094	1.08325	1.07806	1.08271	69719	50420474707	51
2017.04.18	1.08174	1.08306	1.07180	1.07287	108277	76017419223	51
2017.04.19	1.07278	1.07380	1.06744	1.07018	96974	68831414374	51
2017.04.20	1.06956	1.07482	1.06399	1.07304	100264	71450101980	51
2017.04.21	1.07305	1.07681	1.07012	1.07029	83028	57054608515	51
2017.04.24	1.07545	1.07876	1.07124	1.07832	94314	64377208574	51
2017.04.25	1.07821	1.08511	1.07730	1.08355	95030	67081094813	34
2017.04.26	1.08213	1.08715	1.08006	1.08415	119638	84857827301	51
2017.04.27	1.08390	1.08735	1.08173	1.08476	106459	73656007572	51
2017.04.28	1.08483	1.09130	1.08362	1.08919	98074	64545283912	38
2017.05.01	1.08654	1.09329	1.08654	1.08875	68734	55892506045	51
2017.05.02	1.08856	1.09103	1.08470	1.08615	85882	59748758756	51
2017.05.03	1.08574	1.08639	1.07724	1.07880	101246	77711806721	51
2017.05.04	1.07822	1.07996	1.07566	1.07825	107639	79909463819	34
2017.05.05	1.07704	1.07876	1.06996	1.07011	106737	77864867996	43
2017.05.08	1.07194	1.07453	1.06656	1.06900	97176	72675739135	39
2017.05.09	1.06908	1.06911	1.06393	1.06454	108035	81057556189	51
2017.05.10	1.06461	1.06729	1.06078	1.06128	104588	75255896670	51
2017.05.11	1.06128	1.07778	1.06128	1.07699	112401	82729657370	51
2017.05.12	1.07686	1.08039	1.07507	1.07507	96983	74053900502	47
2017.05.15	1.07640	1.07846	1.07485	1.07677	92568	69544696429	51
2017.05.16	1.07662	1.07974	1.07428	1.07854	99656	70456544417	51
2017.05.17	1.07834	1.07859	1.06945	1.07005	119555	88668418803	51
2017.05.18	1.07014	1.07704	1.06899	1.07479	144997	105504037816	51
2017.05.19	1.07479	1.08184	1.07406	1.07584	103487	75772613112	34
2017.05.22	1.07426	1.07625	1.06795	1.06844	88765	65699246125	51
2017.05.23	1.06844	1.06911	1.06426	1.06556	102819	73885429793	51
2017.05.24	1.06633	1.06680	1.06216	1.06354	100396	65794668773	51
2017.05.25	1.06416	1.06644	1.05869	1.06099	97763	67189830935	51
2017.05.26	1.06110	1.06245	1.05225	1.05317	104839	74645261938	51
2017.05.29	1.05239	1.05692	1.04877	1.05349	59279	38795993149	51
2017.05.30	1.05343	1.05579	1.05105	1.05140	91158	59496763958	51
2017.05.31	1.05147	1.05364	1.04630	1.04849	104663	71389442180	51
2017.06.01	1.04770	1.05126	1.04309	1.04394	103107	73796150941	51
2017.06.02	1.04392	1.04513	1.03884	1.03967	95676	62602350629	50
2017.06.05	1.04031	1.04880	1.03948	1.04840	73044	0	51
2017.06.06	1.04791	1.05031	1.04163	1.04455	105866	0	34
2017.06.07	1.04430	1.05139	1.04325	1.04875	101718	0	51
2017.06.08	1.04852	1.04948	1.04384	1.04563	97688	0	51
2017.06.09	1.04496	1.04706	1.04269	1.04313	92275	0	50
2017.06.12	1.04386	1.04960	1.04306	1.04731	83378	0	51
2017.06.13	1.04667	1.04805	1.04274	1.04349	82021	0	51
2017.06.14	1.04349	1.04680	1.04038	1.04329	119489	0	51
2017.06.15	1.04286	1.05486	1.04280	1.05099	117761	0	51
2017.06.16	1.05053	1.05362	1.04889	1.04889	90864	0	48
2017.06.19	1.04943	1.05078	1.04443	1.05065	84573	0	51
2017.06.20	1.04911	1.05189	1.04543	1.04650	86064	0	51
2017.06.21	1.04640	1.04784	1.04347	1.04594	86712	0	51
2017.06.22	1.04160	1.04346	1.03686	1.03765	83308	0	34
2017.06.23	1.03739	1.04031	1.03647	1.03696	70375	0	42
2017.06.26	1.03783	1.04222	1.03773	1.04041	75598	0	51
2017.06.27	1.03944	1.04328	1.03730	1.04285	89893	0	39
2017.06.28	1.04215	1.04652	1.04190	1.04545	104766	0	51
2017.06.29	1.04426	1.05329	1.04393	1.05243	99070	0	51
2017.06.30	1.05144	1.05325	1.04670	1.04783	100869	0	51
2017.07.03	1.04728	1.05125	1.04562	1.04942	82279	0	51
2017.07.04	1.04954	1.05497	1.04145	1.04282	81523	0	51
2017.07.05	1.04215	1.04764	1.04107	1.04284	89807	0	41
2017.07.06	1.04229	1.04692	1.04189	1.04225	83807	0	34
2017.07.07	1.04181	1.04604	1.03940	1.04245	86300	0	51
2017.07.10	1.04323	1.04661	1.04098	1.04519	64973	0	51
2017.07.11	1.04444	1.05727	1.04339	1.05690	84170	0	51
2017.07.12	1.05637	1.05934	1.05520	1.05725	90584	0	51
2017.07.13	1.05625	1.05925	1.04911	1.05559	89388	0	51
2017.07.14	1.05506	1.06645	1.05484	1.06447	89737	0	51
2017.07.17	1.06482	1.06739	1.06290	1.06490	104423	0	51
2017.07.18	1.06500	1.07979	1.06364	1.07678	133167	0	35
2017.07.19	1.07653	1.08141	1.07429	1.08063	102745	0	51
2017.07.20	1.07986	1.08429	1.07319	1.07498	128711	0	51
2017.07.21	1.07481	1.07524	1.06065	1.06065	116296	0	51
2017.07.24	1.06083	1.07014	1.06053	1.06536	110589	0	51
2017.07.25	1.06493	1.07112	1.06429	1.06986	119248	0	51
2017.07.26	1.06922	1.07001	1.06219	1.06374	143797	0	51
2017.07.27	1.06374	1.06790	1.06200	1.06349	144146	0	51
2017.07.28	1.06355	1.06675	1.06119	1.06253	126559	0	46
2017.07.31	1.06216	1.06595	1.05881	1.06485	105635	0	51
2017.08.01	1.06481	1.06962	1.06454	1.06687	118460	0	51
2017.08.02	1.06655	1.07309	1.06507	1.07185	110009	0	51
2017.08.03	1.07172	1.07447	1.06721	1.06866	109166	0	35
2017.08.04	1.06865	1.07262	1.06661	1.06884	112632	0	47
2017.08.07	1.06915	1.07554	1.06862	1.07443	88913	0	51
2017.08.08	1.07392	1.08026	1.07388	1.07965	98199	0	34
2017.08.09	1.07864	1.07947	1.07436	1.07510	111910	0	51
2017.08.10	1.07068	1.08593	1.07068	1.08200	114137	0	34
2017.08.11	1.08087	1.08290	1.07719	1.07749	106054	0	51
2017.08.14	1.07896	1.08183	1.07645	1.07734	81688	0	51
2017.08.15	1.07709	1.08111	1.07445	1.08071	84640	0	51
2017.08.16	1.08070	1.08655	1.07969	1.08455	98378	0	51
2017.08.17	1.08270	1.08763	1.08169	1.08215	114515	0	51
2017.08.18	1.08209	1.08462	1.08003	1.08243	112873	0	45
2017.08.21	1.08344	1.08490	1.08194	1.08321	79916	0	51
2017.08.22	1.08281	1.08705	1.08260	1.08656	87157	0	51
2017.08.23	1.08618	1.09572	1.08592	1.09377	106063	0	51
2017.08.24	1.09293	1.09654	1.09214	1.09653	113089	0	51
2017.08.25	1.09535	1.09702	1.09369	1.09465	125015	0	51
2017.08.28	1.09316	1.09810	1.09303	1.09738	80448	0	41
2017.08.29	1.09740	1.09791	1.09251	1.09570	134917	0	45
2017.08.30	1.09595	1.10149	1.09382	1.09721	113731	0	51
2017.08.31	1.09635	1.10775	1.09591	1.10676	129981	0	51
2017.09.01	1.10659	1.11392	1.10521	1.11291	123285	0	51
2017.09.04	1.11111	1.11174	1.10720	1.10843	86030	0	51
2017.09.05	1.10843	1.11279	1.10246	1.10491	127041	0	51
2017.09.06	1.10432	1.11190	1.10224	1.11078	126327	0	51
2017.09.07	1.11043	1.11420	1.10670	1.11288	130324	0	51
2017.09.08	1.11245	1.11288	1.10548	1.10770	151455	0	34
2017.09.11	1.10786	1.11326	1.10405	1.10699	117893	0	34
2017.09.12	1.10603	1.11056	1.09778	1.09961	127305	880350000	1
2017.09.13	1.09961	1.10454	1.09949	1.10224	104697	0	1
2017.09.14	1.10224	1.10904	1.09919	1.10772	114645	0	1
2017.09.15	1.10772	1.10901	1.09528	1.09704	105210	0	1
2017.09.18	1.09844	1.09844	1.09373	1.09492	94868	0	1
2017.09.19	1.09492	1.09856	1.09335	1.09425	107459	0	1
2017.09.20	1.09425	1.09773	1.08895	1.09132	118214	0	1
2017.09.21	1.09132	1.09335	1.08242	1.08487	116639	0	1
2017.09.22	1.08480	1.08960	1.08343	1.08436	104783	0	1
2017.09.25	1.08841	1.09721	1.08518	1.09223	107321	0	1
2017.09.26	1.09223	1.09783	1.08743	1.09346	117672	0	1
2017.09.27	1.09346	1.09538	1.08676	1.08953	134196	0	1
2017.09.28	1.08953	1.09038	1.08417	1.08533	108271	0	1
2017.09.29	1.08533	1.08799	1.08303	1.08603	70887	0	1
2017.10.02	1.08546	1.08804	1.08523	1.08728	76139	0	1
2017.10.03	1.08728	1.09492	1.08728	1.09401	80217	0	1
2017.10.04	1.09401	1.09749	1.09194	1.09663	77528	0	1
2017.10.05	1.09663	1.09934	1.09222	1.09464	70502	0	1
2017.10.06	1.09458	1.09721	1.09100	1.09442	85546	0	1
2017.10.09	1.09962	1.10127	1.09458	1.09667	57551	0	1
2017.10.10	1.09667	1.10221	1.09655	1.09992	86720	0	1
2017.10.11	1.09992	1.10238	1.09820	1.09921	80234	0	1
2017.10.12	1.09921	1.10123	1.09579	1.09663	91022	0	1
2017.10.13	1.09663	1.10043	1.09540	1.09541	92954	0	1
2017.10.16	1.09880	1.10008	1.09346	1.09440	80672	0	1
2017.10.17	1.09440	1.09583	1.08732	1.09374	99291	0	1
2017.10.18	1.09374	1.09921	1.09301	1.09635	86314	0	1
2017.10.19	1.09635	1.12247	1.09500	1.11982	120400	0	1
2017.10.20	1.11982	1.12533	1.11917	1.12215	104116	0	1
2017.10.23	1.12475	1.12575	1.11881	1.11955	66117	0	1
2017.10.24	1.11955	1.12898	1.11659	1.12444	88725	0	1
2017.10.25	1.12400	1.12691	1.11762	1.11814	110043	0	1
2017.10.26	1.11814	1.12382	1.11698	1.11884	107580	0	1
2017.10.27	1.11884	1.12079	1.11412	1.11568	113620	0	1
2017.10.30	1.11460	1.12299	1.11361	1.11791	82531	0	1
2017.10.31	1.11791	1.12231	1.11725	1.11803	91465	0	1
2017.11.01	1.11797	1.11861	1.10761	1.11418	100504	0	1
2017.11.02	1.11418	1.11705	1.11178	1.11583	100559	0	1
2017.11.03	1.11583	1.11637	1.10430	1.10713	81561	0	1
2017.11.06	1.10516	1.11265	1.10516	1.10703	83771	0	1
2017.11.07	1.10713	1.10956	1.10545	1.10737	90734	0	1
2017.11.08	1.10737	1.10968	1.10121	1.10165	87532	0	1
2017.11.09	1.10150	1.10693	1.10094	1.10508	105538	0	1
2017.11.10	1.10508	1.10947	1.10306	1.10306	86877	0	1
2017.11.13	1.10437	1.10753	1.10376	1.10391	65089	0	1
2017.11.14	1.10391	1.11398	1.10336	1.10935	86295	0	1
2017.11.15	1.10935	1.11039	1.09889	1.10298	92947	0	1
2017.11.16	1.10298	1.10978	1.10184	1.10740	76455	0	1
2017.11.17	1.10740	1.11299	1.10430	1.10940	85275	0	1
2017.11.20	1.11067	1.11166	1.10570	1.10825	85657	0	1
2017.11.21	1.10818	1.11161	1.10653	1.10911	88220	0	1
2017.11.22	1.10911	1.10991	1.10537	1.10565	93059	0	1
2017.11.23	1.10565	1.10835	1.10508	1.10616	73039	0	1
2017.11.24	1.10616	1.10893	1.10461	1.10640	80357	0	1
2017.11.27	1.10598	1.10880	1.09957	1.09957	81934	0	1
2017.11.28	1.09957	1.10131	1.09607	1.10036	103221	0	1
2017.11.29	1.10036	1.10345	1.09481	1.09949	106057	0	1
2017.11.30	1.09949	1.10943	1.09869	1.10719	125737	0	1
2017.12.01	1.10719	1.10926	1.10321	1.10432	139853	0	1
2017.12.04	1.10608	1.11046	1.10525	1.10693	117154	0	1
2017.12.05	1.10684	1.11135	1.10487	1.10591	124287	0	1
2017.12.06	1.10591	1.10901	1.09657	1.09803	116193	0	1
2017.12.07	1.09802	1.10166	1.09576	1.09891	113520	0	1
2017.12.08	1.09891	1.10043	1.09511	1.09662	102506	0	1
2017.12.11	1.09642	1.09847	1.08639	1.08845	98715	0	1
2017.12.12	1.08845	1.09137	1.08598	1.08936	90197	0	1
2017.12.13	1.08936	1.09118	1.08589	1.08674	94100	0	1
2017.12.14	1.08674	1.09847	1.08645	1.09723	111777	0	1
2017.12.15	1.09722	1.09790	1.09096	1.09292	101082	0	1
2017.12.18	1.09221	1.09615	1.09089	1.09478	78810	0	4
2017.12.19	1.09478	1.09942	1.09259	1.09840	81387	0	4
2017.12.20	1.09840	1.10113	1.09267	1.09267	87834	0	4
2017.12.21	1.09267	1.09925	1.09232	1.09686	80865	0	4
2017.12.22	1.09686	1.10158	1.09662	1.09838	63615	0	4
2017.12.26	1.09722	1.10033	1.09709	1.09735	18082	0	4
2017.12.27	1.09724	1.10073	1.09710	1.09966	57588	0	4
2017.12.28	1.09966	1.10088	1.09841	1.09850	50167	0	4
2017.12.29	1.09850	1.10151	1.09566	1.09895	67335	0	4
2018.01.02	1.09581	1.10236	1.09581	1.10104	76328	0	4
2018.01.03	1.10104	1.10525	1.10023	1.10429	98973	0	4
2018.01.04	1.10429	1.10501	1.09787	1.09860	96304	0	4
2018.01.05	1.09860	1.09955	1.09366	1.09665	103825	0	4
2018.01.08	1.09705	1.09778	1.09110	1.09212	82827	0	2
2018.01.09	1.09212	1.09596	1.08881	1.09190	111588	0	1
2018.01.10	1.09158	1.09460	1.08693	1.08907	146777	0	1
2018.01.11	1.08907	1.09547	1.08661	1.08666	140540	0	1
2018.01.12	1.08666	1.09146	1.08359	1.09089	144604	0	1
2018.01.15	1.09132	1.09412	1.08972	1.09036	109388	0	1
2018.01.16	1.09036	1.09539	1.09020	1.09415	124531	0	1
2018.01.17	1.09415	1.10021	1.09393	1.09526	159053	0	1
2018.01.18	1.09526	1.09849	1.09218	1.09499	143337	0	1
2018.01.19	1.09499	1.10011	1.09490	1.09727	134179	0	1
2018.01.22	1.09782	1.09926	1.09359	1.09359	103973	0	1
2018.01.23	1.09359	1.09449	1.08561	1.08671	128946	0	2
2018.01.24	1.08676	1.09964	1.08490	1.09850	142964	0	2
2018.01.25	1.09850	1.09943	1.09335	1.09428	197386	0	1
2018.01.26	1.09428	1.10387	1.09428	1.10182	149996	0	1
2018.01.29	1.10255	1.10720	1.10173	1.10476	129528	0	1
2018.01.30	1.10476	1.10586	1.10093	1.10179	142877	0	2
2018.01.31	1.10179	1.10391	1.09197	1.09322	157820	0	1
2018.02.01	1.09313	1.09421	1.08489	1.08619	153107	0	1
2018.02.02	1.08619	1.08767	1.08322	1.08499	160053	0	1
2018.02.05	1.08480	1.08807	1.08330	1.08366	164999	0	1
2018.02.06	1.08366	1.08491	1.07443	1.07628	222899	0	1
2018.02.07	1.07622	1.08477	1.07472	1.07990	133924	0	1
2018.02.08	1.07990	1.08936	1.07563	1.07734	173742	0	1
2018.02.09	1.07738	1.08075	1.07461	1.07684	138648	0	1
2018.02.12	1.07833	1.08318	1.07689	1.08198	79811	0	1
2018.02.13	1.08173	1.08395	1.07608	1.08014	99422	0	1
2018.02.14	1.08014	1.08076	1.07145	1.07542	164662	0	1
2018.02.15	1.07542	1.07696	1.07042	1.07181	133223	0	1
2018.02.16	1.07181	1.07580	1.06987	1.07002	113692	0	1
2018.02.19	1.07138	1.07444	1.07016	1.07284	69952	0	1
2018.02.20	1.07284	1.07699	1.07120	1.07255	119492	0	2
2018.02.21	1.07255	1.07538	1.06591	1.06604	129707	0	1
2018.02.22	1.06604	1.06983	1.06537	1.06774	117244	0	1
2018.02.23	1.06774	1.07545	1.06757	1.07399	103956	0	1
2018.02.26	1.07468	1.07702	1.07149	1.07530	98361	0	1
2018.02.27	1.07530	1.07852	1.07487	1.07625	119860	0	1
2018.02.28	1.07625	1.08261	1.07533	1.07533	121270	0	1
2018.03.01	1.07533	1.07757	1.06885	1.06886	158592	0	1
2018.03.02	1.06867	1.07348	1.06602	1.07159	165688	0	1
2018.03.05	1.06989	1.07471	1.06975	1.07407	117333	0	1
2018.03.06	1.07407	1.07656	1.07042	1.07309	139907	0	1
2018.03.07	1.07309	1.07448	1.06645	1.07354	147610	0	1
2018.03.08	1.07354	1.07582	1.07120	1.07120	105232	0	1
2018.03.09	1.07120	1.07750	1.07039	1.07750	124832	0	1
2018.03.12	1.07673	1.08017	1.07404	1.07908	65831	0	1
2018.03.13	1.07908	1.07937	1.07047	1.07201	131641	0	1
2018.03.14	1.07201	1.07824	1.07057	1.07729	125808	0	1
2018.03.15	1.07729	1.07781	1.07071	1.07109	133951	0	1
2018.03.16	1.07108	1.07602	1.06763	1.06872	124563	0	1
2018.03.19	1.06868	1.06919	1.06354	1.06531	135285	0	1
2018.03.20	1.06531	1.07144	1.06389	1.07070	123033	0	1
2018.03.21	1.07070	1.07555	1.07009	1.07407	133066	0	1
2018.03.22	1.07407	1.07617	1.06549	1.06717	129775	0	1
2018.03.23	1.06717	1.06902	1.06231	1.06338	119328	0	1
2018.03.26	1.06440	1.06525	1.05849	1.06091	99876	0	1
2018.03.27	1.06091	1.06268	1.05421	1.05421	100381	0	1
2018.03.28	1.05627	1.06364	1.05592	1.06205	125606	0	1
2018.03.29	1.06205	1.06689	1.06054	1.06064	83366	0	1
2018.03.30	1.06064	1.06470	1.05931	1.06138	97783	0	1
2018.04.02	1.06136	1.06378	1.06004	1.06164	58386	0	2
2018.04.03	1.06164	1.06564	1.05682	1.05813	89463	0	1
2018.04.04	1.05879	1.05960	1.05260	1.05549	64945	0	1
2018.04.05	1.05545	1.05760	1.05250	1.05493	54444	0	1
2018.04.06	1.05034	1.06079	1.05029	1.05619	75447	0	1
2018.04.09	1.05441	1.05615	1.05042	1.05326	58107	0	1
2018.04.10	1.05297	1.05576	1.05133	1.05367	67350	0	1
2018.04.11	1.05398	1.05554	1.05111	1.05291	59870	0	1
2018.04.12	1.05174	1.05531	1.04885	1.05051	59021	0	1
2018.04.13	1.05065	1.05829	1.05055	1.05561	49576	0	1
2018.04.16	1.05568	1.05921	1.05508	1.05650	46579	0	1
2018.04.17	1.05578	1.06014	1.05512	1.05708	50639	0	1
2018.04.18	1.05693	1.06328	1.05693	1.06281	51123	0	1
2018.04.19	1.06304	1.06725	1.06053	1.06229	74773	0	1
2018.04.20	1.06180	1.06617	1.06180	1.06366	64102	0	1
2018.04.23	1.06177	1.06615	1.06170	1.06352	56990	0	2
2018.04.24	1.06265	1.06963	1.06237	1.06752	81080	0	1
2018.04.25	1.06752	1.07140	1.06689	1.06944	63129	0	1
2018.04.26	1.06929	1.07287	1.06835	1.06926	75334	0	1
2018.04.27	1.06911	1.07179	1.06798	1.06987	60234	0	1
2018.04.30	1.06935	1.07147	1.06819	1.06965	58954	0	1
2018.05.01	1.06986	1.07205	1.06851	1.06899	61731	0	1
2018.05.02	1.06899	1.07255	1.06496	1.07057	85435	0	1
2018.05.03	1.07063	1.07308	1.06740	1.06948	88721	0	1
2018.05.04	1.06948	1.07554	1.06869	1.07392	61860	0	1
2018.05.07	1.07351	1.07424	1.06986	1.06992	52663	0	1
2018.05.08	1.06992	1.07223	1.06781	1.06866	73164	0	1
2018.05.09	1.06866	1.06968	1.06577	1.06607	70892	0	1
2018.05.10	1.06607	1.08239	1.06607	1.08135	101099	0	1
2018.05.11	1.08115	1.08427	1.07946	1.08244	68173	0	1
2018.05.14	1.08177	1.08949	1.08097	1.08816	59660	0	1
2018.05.15	1.08789	1.09004	1.08526	1.08833	85431	0	1
2018.05.16	1.08806	1.09004	1.08507	1.08926	84931	0	1
2018.05.17	1.08915	1.09394	1.08720	1.09124	71318	0	1
2018.05.18	1.09042	1.09283	1.08496	1.08580	70098	0	1
2018.05.21	1.08632	1.09276	1.08547	1.09094	68730	0	1
2018.05.22	1.09090	1.09463	1.08959	1.09197	71408	0	1
2018.05.23	1.09211	1.09425	1.09092	1.09224	102147	0	1
2018.05.24	1.09167	1.09402	1.09116	1.09287	86494	0	1
2018.05.25	1.09284	1.09616	1.09055	1.09116	70718	0	1
2018.05.28	1.09097	1.09239	1.08624	1.08627	56002	0	1
2018.05.29	1.08603	1.08896	1.08453	1.08691	88946	0	1
2018.05.30	1.08662	1.08893	1.08044	1.08331	90315	0	1
2018.05.31	1.08299	1.08565	1.07766	1.08032	89990	0	1
2018.06.01	1.08047	1.08378	1.07761	1.08329	75907	0	1
2018.06.04	1.08183	1.08877	1.08183	1.08657	64123	0	1
2018.06.05	1.08599	1.08864	1.08294	1.08377	69970	0	1
2018.06.06	1.08392	1.09013	1.08321	1.08981	61279	0	1
2018.06.07	1.08991	1.09020	1.08110	1.08389	61172	0	1
2018.06.08	1.08407	1.08542	1.07779	1.08059	54896	0	1
2018.06.11	1.07990	1.08396	1.07903	1.08183	38187	0	1
2018.06.12	1.08115	1.08421	1.08050	1.08074	53862	0	1
2018.06.13	1.08089	1.08142	1.07560	1.07804	60956	0	1
2018.06.14	1.07797	1.07934	1.07028	1.07102	67473	0	1
2018.06.15	1.07078	1.07591	1.07010	1.07183	58491	0	1
2018.06.18	1.07225	1.07478	1.06832	1.06837	39775	0	1
2018.06.19	1.06761	1.07083	1.06576	1.06760	68076	0	1
2018.06.20	1.06810	1.07476	1.06687	1.07252	60239	0	1
2018.06.21	1.07220	1.07770	1.06943	1.07235	84876	0	1
2018.06.22	1.07159	1.07795	1.07099	1.07643	65531	0	1
2018.06.25	1.07487	1.07688	1.07313	1.07344	57836	0	1
2018.06.26	1.07318	1.07942	1.07301	1.07624	65666	0	1
2018.06.27	1.07385	1.08555	1.07385	1.07879	79676	0	1
2018.06.28	1.07962	1.08876	1.07816	1.08683	77583	0	1
2018.06.29	1.08706	1.09345	1.08696	1.09345	81406	0	1
2018.07.02	1.08881	1.09513	1.08877	1.09226	61370	0	1
2018.07.03	1.09235	1.09919	1.09211	1.09256	65276	0	1
2018.07.04	1.09187	1.09556	1.09014	1.09107	53715	0	1
2018.07.05	1.09118	1.09259	1.08710	1.08804	60001	0	1
2018.07.06	1.08802	1.08860	1.08513	1.08612	59271	0	1
2018.07.09	1.08560	1.09344	1.08560	1.09103	48117	0	1
2018.07.10	1.09093	1.09280	1.08990	1.08993	51630	0	1
2018.07.11	1.08960	1.09094	1.08682	1.08927	77314	0	1
2018.07.12	1.08898	1.09409	1.08898	1.09124	55620	0	1
2018.07.13	1.09078	1.09713	1.09078	1.09667	61799	0	1
2018.07.16	1.09676	1.09745	1.09372	1.09429	50116	0	1
2018.07.17	1.09416	1.09704	1.08603	1.08867	67203	0	1
2018.07.18	1.08803	1.09036	1.08622	1.08851	63217	0	1
2018.07.19	1.08841	1.09443	1.08782	1.09010	112612	0	1
2018.07.20	1.08942	1.09205	1.08845	1.08922	117177	0	1
2018.07.23	1.09045	1.09176	1.08673	1.08773	65408	0	21
2018.07.24	1.08633	1.09150	1.08594	1.09004	68572	0	18
2018.07.25	1.08972	1.09340	1.08726	1.08993	75568	0	40
2018.07.26	1.08953	1.09011	1.08649	1.08672	67376	0	20
2018.07.27	1.08651	1.09089	1.08649	1.08906	56250	0	27
2018.07.30	1.08837	1.08923	1.08392	1.08489	43881	0	19
2018.07.31	1.08449	1.09213	1.08412	1.08873	72766	0	20
2018.08.01	1.08898	1.09122	1.08838	1.08996	64812	0	17
2018.08.02	1.08954	1.09279	1.08830	1.09118	56614	0	17
2018.08.03	1.09035	1.09686	1.09021	1.09622	69802	0	40
2018.08.06	1.09505	1.09769	1.09489	1.09686	46263	0	19
2018.08.07	1.09689	1.10324	1.09659	1.10116	54255	0	24
2018.08.08	1.09829	1.10322	1.09778	1.09999	61673	0	25
2018.08.09	1.09991	1.11734	1.09991	1.11449	81905	0	34
2018.08.10	1.11408	1.11734	1.10476	1.10914	108671	0	17
2018.08.13	1.10513	1.10813	1.10319	1.10478	94586	0	40
2018.08.14	1.10378	1.10565	1.09843	1.10067	86026	0	27
2018.08.15	1.10071	1.10353	1.09901	1.10182	95234	0	27
2018.08.16	1.10147	1.10464	1.09891	1.10219	98672	0	28
2018.08.17	1.10060	1.10376	1.09976	1.10213	77791	0	18
2018.08.20	1.10130	1.10556	1.10115	1.10448	68052	0	23
2018.08.21	1.10391	1.10542	1.09944	1.09960	81523	0	18
2018.08.22	1.09926	1.10094	1.09473	1.09678	82517	0	40
2018.08.23	1.09631	1.09792	1.09044	1.09189	78616	0	17
2018.08.24	1.08993	1.09844	1.08941	1.09451	84872	0	26
2018.08.27	1.09515	1.09754	1.09411	1.09689	69845	0	23
2018.08.28	1.09668	1.09767	1.09246	1.09310	76418	0	24
2018.08.29	1.09274	1.09452	1.08702	1.08818	92749	0	19
2018.08.30	1.08788	1.09598	1.08758	1.09099	87749	0	27
2018.08.31	1.09030	1.09317	1.08520	1.08538	95214	0	13
2018.09.03	1.08615	1.09310	1.08347	1.09253	59141	0	25
2018.09.04	1.09254	1.09746	1.08968	1.09477	81769	0	19
2018.09.05	1.09376	1.10186	1.08984	1.09108	79464	0	20
2018.09.06	1.09020	1.09270	1.08808	1.09150	79645	0	40
2018.09.07	1.09141	1.09298	1.08619	1.08687	87952	0	40
2018.09.10	1.08672	1.09060	1.08647	1.08966	57824	0	23
2018.09.11	1.08821	1.09167	1.08758	1.09059	64761	0	31
2018.09.12	1.08972	1.09416	1.08903	1.09289	67364	0	21
2018.09.13	1.09124	1.09783	1.09111	1.09434	68382	0	21
2018.09.14	1.09451	1.09494	1.09125	1.09207	64190	0	29
2018.09.17	1.08890	1.09293	1.08890	1.08975	117816	0	240
2018.09.18	1.08933	1.09652	1.08778	1.09592	207723	0	240
2018.09.19	1.09598	1.10028	1.09508	1.09705	186823	0	240
2018.09.20	1.09673	1.09987	1.08924	1.09041	198435	0	240
2018.09.21	1.09051	1.09154	1.08780	1.08890	179019	0	240
2018.09.24	1.08843	1.09253	1.08828	1.09078	152065	0	240
2018.09.25	1.08994	1.09304	1.08894	1.09033	163655	0	240
2018.09.26	1.09016	1.09263	1.08609	1.08925	174224	0	240
2018.09.27	1.08913	1.09192	1.08467	1.08937	170910	0	20
2018.09.28	1.08897	1.09274	1.08861	1.09016	46259	0	21
2018.10.01	1.09117	1.09337	1.08991	1.09137	42613	0	21
2018.10.02	1.09155	1.09503	1.08896	1.08996	55348	0	21
2018.10.03	1.09011	1.09296	1.08888	1.09034	53770	0	21
2018.10.04	1.09031	1.09325	1.08905	1.09238	55822	0	21
2018.10.05	1.09227	1.09516	1.09056	1.09440	53472	0	20
2018.10.08	1.09490	1.09747	1.09345	1.09620	43694	0	21
2018.10.09	1.09566	1.09929	1.09395	1.09730	50415	0	21
2018.10.10	1.09717	1.09889	1.09277	1.09380	54649	0	21
2018.10.11	1.09371	1.09506	1.08946	1.09165	81473	0	21
2018.10.12	1.09152	1.09527	1.09024	1.09252	59959	0	21
2018.10.15	1.09358	1.09402	1.08786	1.08828	64978	0	21
2018.10.16	1.08832	1.08959	1.08145	1.08496	65322	0	21
2018.10.17	1.08443	1.08586	1.08212	1.08506	68995	0	20
2018.10.18	1.08499	1.08988	1.08442	1.08481	60745	0	21
2018.10.19	1.08474	1.08728	1.07974	1.08015	62730	0	21
2018.10.22	1.07641	1.08203	1.07568	1.07568	59484	0	21
